naive time (ms),naive (bytes),iterator time (ms),iterator (bytes),typing time (ms),typing (bytes)
51091,634148416,17291,354702912,13188,330302336
51092,632051264,17292,354440768,13188,330564480
51092,634148416,17292,354178624,13448,330826624
51093,636245568,17292,354440768,13448,331088768
51093,638342720,17292,354702912,13448,331350912
51094,640439872,17292,354702912,13448,331613056
51094,638342720,17292,354702912,13448,331875200
51095,636245568,17292,357062208,13455,331613056
51095,634148416,17293,359421504,13455,331350912
51096,632051264,17293,359683648,13455,331088768
51096,631002688,17293,359945792,13456,330826624
51096,629954112,17293,360207936,13456,330564480
51096,628905536,17558,360470080,13456,330302336
51096,627856960,17559,360732224,13456,330040192
51096,626808384,17559,360994368,13456,329778048
51096,625759808,17559,361256512,13456,327418752
51096,624711232,17559,361518656,13457,325059456
51096,623662656,17560,361256512,13457,324797312
51096,621565504,17560,360994368,13457,324535168
51097,619468352,17560,360732224,13457,324797312
51098,620516928,17560,360470080,13457,325059456
51098,621565504,17560,360207936,13457,325059456
51099,622614080,17560,359945792,13457,325059456
51099,623662656,17560,359683648,13458,327418752
51099,622614080,17560,359421504,13458,329778048
51100,623662656,17561,357062208,13458,330040192
51101,624711232,17561,354702912,13458,330302336
51101,623662656,17562,354440768,13458,330564480
51101,622614080,17562,354178624,13718,330826624
51102,623662656,17562,354440768,13718,331088768
51102,624711232,17562,354702912,13718,331350912
51102,623662656,17562,354702912,13718,331613056
51103,622614080,17562,354702912,13718,331875200
51103,623662656,17562,357062208,13725,331613056
51104,624711232,17562,359421504,13725,331350912
51104,625759808,17563,359683648,13725,331088768
51104,624711232,17563,359945792,13726,330826624
51104,623662656,17563,360207936,13726,330564480
51106,622614080,17828,360470080,13726,330302336
51107,621565504,17828,360732224,13726,330040192
51107,622614080,17828,360994368,13726,329778048
51107,623662656,17828,361256512,13726,327418752
51107,622614080,17828,361518656,13727,325059456
51108,621565504,17829,361256512,13727,324797312
51109,622614080,17829,360994368,13727,324535168
51109,623662656,17829,360732224,13727,324797312
51109,624711232,17830,360470080,13727,325059456
51110,625759808,17830,360207936,13727,325059456
51110,624711232,17830,359945792,13727,325059456
51111,625759808,17830,359683648,13727,327418752
51111,626808384,17830,359421504,13728,329778048
51111,625759808,17830,357062208,13728,330040192
51112,624711232,17831,354702912,13728,330302336
51113,625759808,17832,354440768,13728,330564480
51113,626808384,17832,354178624,13988,330826624
51113,625759808,17833,355227200,13988,331088768
51113,624711232,17834,356275776,13988,331350912
51115,625759808,17834,356275776,13988,331613056
51115,626808384,17834,356275776,13988,331875200
51116,627856960,17834,356800064,13995,331613056
51116,626808384,17834,357324352,13995,331350912
51116,625759808,17835,357848640,13995,331088768
51118,624711232,17835,358372928,13995,330826624
51118,623662656,17835,375150144,13995,330564480
51119,624711232,17836,391927360,13995,330302336
51120,625759808,17836,392451648,13995,330040192
51120,624711232,17837,392975936,13996,329778048
51120,623662656,17837,392451648,13996,327418752
51120,622614080,17838,409228864,13996,325059456
51121,621565504,17839,409753152,13997,324797312
51122,622614080,17839,410277440,13997,324535168
51122,623662656,17839,427054656,13997,325583744
51123,624711232,17839,443831872,13998,326632320
51123,625759808,17840,460609088,13998,326632320
51123,624711232,17840,477386304,13998,326632320
51123,623662656,17841,477910592,13998,327156608
51124,622614080,17841,478434880,13998,327680896
51124,621565504,17841,486823488,13998,327811968
51125,621041216,17842,495212096,13998,327943040
51125,620516928,17871,486823488,13998,328467328
51125,619992640,17872,478434880,13999,328991616
51125,619468352,17874,486823488,13999,333185920
51125,618944064,17874,495212096,13999,337380224
51125,618419776,17895,486823488,13999,337904512
51125,617895488,17896,478434880,14000,338428800
51125,617371200,17897,482629184,14001,337904512
51125,616322624,17898,486823488,14001,342098816
51125,615274048,17914,482629184,14002,342229888
51127,614749760,17915,478434880,14002,342360960
51128,614225472,17916,482629184,14002,346555264
51131,613701184,17917,486823488,14003,350749568
51135,613176896,17927,482629184,14003,354943872
51140,612652608,17927,478434880,14003,359138176
51144,612128320,17928,480532032,14003,359269248
51148,611604032,17929,482629184,14003,359400320
51152,611079744,17941,480532032,14004,361497472
51158,612128320,17941,478434880,14004,363594624
51159,613176896,17942,480532032,14017,361497472
51160,614225472,17942,482629184,14017,359400320
51160,615274048,17949,480532032,14018,361497472
51161,616322624,17950,478434880,14018,363594624
51161,617371200,17950,479483456,14024,361497472
51161,616322624,17951,480532032,14024,359400320
51162,615274048,17959,479483456,14024,360448896
51162,614225472,17960,478434880,14025,361497472
51162,613176896,17960,479483456,14030,360448896
51163,612128320,17960,480532032,14030,359400320
51166,611079744,17965,479483456,14030,360448896
51169,577525312,17965,478434880,14031,361497472
51172,543970880,17966,478959168,14036,360448896
51179,510416448,17966,479483456,14036,359400320
51183,476862016,17973,478959168,14037,359924608
51186,475813440,17973,478434880,14037,360448896
51197,474764864,17973,478959168,14040,359924608
51200,441210432,17973,479483456,14040,359400320
51203,440161856,17979,478959168,14040,359924608
51208,406607424,17979,478434880,14040,360448896
51211,373052992,17981,477910592,14043,359924608
51214,372004416,17981,477386304,14043,359400320
51220,370955840,17982,460609088,14043,359662464
51223,372004416,17984,443831872,14043,359924608
51224,373052992,17987,427054656,14045,359662464
51224,373052992,17990,410277440,14045,359400320
51224,373052992,17994,409753152,14045,359662464
51224,374101568,17994,409228864,14045,359924608
51225,375150144,17998,392451648,14048,359662464
51225,376198720,18001,391927360,14048,359400320
51226,377247296,18001,375150144,14048,359531392
51226,378295872,18003,358372928,14048,359662464
51227,379344448,18006,357848640,14051,359531392
51227,378295872,18006,357324352,14051,359400320
51227,377247296,18009,357848640,14051,359531392
51227,376198720,18010,358372928,14051,359662464
51227,375150144,18010,358897216,14053,359531392
51228,376198720,18010,359421504,14053,359400320
51229,377247296,18012,358897216,14053,359269248
51229,376198720,18012,358372928,14053,359138176
51230,377247296,18012,358897216,14053,354943872
51230,378295872,18012,359421504,14053,350749568
51230,377247296,18014,358897216,14054,346555264
51230,376198720,18015,358372928,14054,342360960
51231,377247296,18015,359421504,14055,342229888
51231,378295872,18016,360470080,14055,342098816
51231,377247296,18016,361518656,14055,337904512
51232,376198720,18016,362567232,14056,337380224
51232,377247296,18018,361518656,14056,333185920
51233,378295872,18019,360470080,14057,328991616
51233,379344448,18019,359421504,14058,328467328
51233,378295872,18019,358372928,14058,327943040
51233,377247296,18020,357848640,14059,328467328
51235,376198720,18020,357324352,14059,328991616
51235,375150144,18020,356800064,14060,329122688
51236,376198720,18020,356275776,14060,329253760
51236,377247296,18021,356537920,14060,329384832
51237,378295872,18021,356800064,14060,329515904
51237,379344448,18021,357062208,14062,329384832
51237,380393024,18021,357324352,14063,329909120
51238,381441600,18022,365712960,14063,330433408
51238,380393024,18022,374101568,14063,330957696
51239,381441600,18022,374363712,14063,331481984
51239,382490176,18023,374625856,14066,330957696
51239,381441600,18023,374363712,14066,330433408
51239,380393024,18024,382752320,14066,329909120
51240,381441600,18024,383014464,14066,329384832
51241,382490176,18024,383276608,14066,329253760
51241,381441600,18025,391665216,14066,329122688
51241,380393024,18025,400053824,14066,328991616
51242,381441600,18025,408442432,14066,328467328
51242,382490176,18026,416831040,14066,327943040
51242,383538752,18026,417093184,14066,328074112
51242,382490176,18026,417355328,14066,328205184
51243,381441600,18026,421549632,14066,328467328
51246,380393024,18026,425743936,14066,328729472
51246,379344448,18044,421549632,14066,328991616
51247,380393024,18044,417355328,14066,329253760
51247,381441600,18046,421549632,14069,328991616
51248,382490176,18046,425743936,14069,328729472
51248,383538752,18056,421549632,14069,328467328
51248,382490176,18056,417355328,14069,328205184
51248,381441600,18057,419452480,14069,328074112
51249,380393024,18057,421549632,14069,327943040
51249,379344448,18067,419452480,14069,327811968
51250,378295872,18067,417355328,14069,327680896
51250,377247296,18068,419452480,14069,327156608
51250,376198720,18068,421549632,14069,326632320
51251,375150144,18077,419452480,14070,326894464
51251,374101568,18077,417355328,14070,327156608
51251,373052992,18077,418403904,14070,327222144
51252,377247296,18078,419452480,14070,327287680
51252,381441600,18084,418403904,14070,327549824
51253,382490176,18084,417355328,14070,327811968
51253,383538752,18085,418403904,14070,329909120
51254,384587328,18085,419452480,14071,332006272
51254,385635904,18091,418403904,14071,332268416
51255,386684480,18091,417355328,14071,332530560
51255,387733056,18091,417879616,14071,332268416
51255,386684480,18091,418403904,14071,334365568
51255,385635904,18096,417879616,14071,334431104
51255,384587328,18096,417355328,14071,334496640
51256,383538752,18096,417879616,14072,336593792
83423,382490176,18096,418403904,14072,338690944
83429,381441600,18101,417879616,14072,340788096
83429,385635904,18101,417355328,14073,342885248
83429,389830208,18101,417617472,14073,342950784
83429,385635904,18101,417879616,14073,343016320
83430,389830208,18104,417617472,14073,344064896
83430,394024512,18105,417355328,14074,345113472
83430,389830208,18105,417617472,14079,344064896
83430,385635904,18105,417879616,14079,343016320
83431,389830208,18107,417617472,14079,344064896
83431,394024512,18107,417355328,14080,345113472
83431,389830208,18108,417093184,14085,344064896
83431,385635904,18108,416831040,14085,343016320
83432,389830208,18108,408442432,14086,343540608
83432,394024512,18109,400053824,14086,344064896
83432,398218816,18110,391665216,14088,343540608
83432,394024512,18112,383276608,14088,343016320
83433,389830208,18115,383014464,14089,343540608
83438,385635904,18115,382752320,14089,344064896
83438,381441600,18116,374363712,14092,343540608
83439,377247296,18118,374101568,14092,343016320
83439,373052992,18118,365712960,14093,343278464
83440,372004416,18119,357324352,14093,343540608
83441,370955840,18121,357062208,14094,343278464
83442,369907264,18121,356800064,14094,343016320
83443,368858688,18124,357062208,14095,343278464
83444,367810112,18124,357324352,14095,343540608
83444,366761536,18124,357586496,14097,343278464
83445,365712960,18124,357848640,14097,343016320
83445,364664384,18126,357586496,14097,343147392
83446,363615808,18126,357324352,14097,343278464
83446,362567232,18126,357586496,14098,343147392
83446,358372928,18126,357848640,14099,343016320
83447,354178624,18128,357586496,14099,343147392
83449,355227200,18128,357324352,14099,343278464
83449,356275776,18129,358372928,14100,343147392
83450,389830208,18129,359421504,14100,343016320
83451,423384640,18130,360470080,14100,343081856
83452,424433216,18131,361518656,14100,343147392
83453,425481792,18133,360470080,14102,343081856
83457,426530368,18133,359421504,14102,343016320
83457,427578944,18133,358372928,14102,343081856
83458,428627520,18133,357324352,14102,343147392
83458,427578944,18134,357062208,14103,343081856
83458,426530368,18134,356800064,14103,343016320
83458,425481792,18134,356537920,14103,342950784
83458,424433216,18134,356275776,14103,342885248
83459,457987648,18134,355227200,14103,340788096
83460,491542080,18135,354178624,14103,338690944
83460,525096512,18135,354440768,14104,336593792
83461,558650944,18135,354702912,14104,334496640
83461,592205376,18136,363091520,14105,334431104
83462,625759808,18136,371480128,14105,334365568
83462,592205376,18136,371742272,14105,332268416
83470,558650944,18137,372004416,14105,332006272
83479,525096512,18137,371742272,14105,329909120
83487,491542080,18137,380130880,14106,327811968
83495,457987648,18138,380393024,14107,327549824
83504,424433216,18138,380655168,14107,327287680
83517,457987648,18138,389043776,14108,327549824
83518,459036224,18138,397432384,14108,327811968
83518,460084800,18139,405820992,14108,327877504
83519,493639232,18139,414209600,14108,327943040
83519,527193664,18139,414471744,14108,328008576
83520,560748096,18140,414733888,14108,328074112
83520,594302528,18140,418928192,14108,328008576
83520,560748096,18140,423122496,14108,328270720
83527,527193664,18153,418928192,14108,328532864
83538,560748096,18153,414733888,14109,328795008
83544,594302528,18154,418928192,14109,329057152
83544,627856960,18155,423122496,14110,328795008
83545,661411392,18167,418928192,14110,328532864
83545,627856960,18167,414733888,14111,328270720
83552,594302528,18168,416831040,14111,328008576
83566,611079744,18168,418928192,14111,327943040
83566,627856960,18178,416831040,14111,327877504
83567,644634176,18178,414733888,14111,327811968
83567,661411392,18179,416831040,14111,327549824
83568,678188608,18179,418928192,14111,327287680
83568,694965824,18185,416831040,14111,327353216
83569,711743040,18185,414733888,14111,327418752
83569,728520256,18186,415782464,14111,327680896
83570,745297472,18186,416831040,14111,327943040
83570,762074688,18192,415782464,14111,328205184
83571,778851904,18192,414733888,14111,328467328
83571,795629120,18193,415782464,14112,328205184
83571,778851904,18193,416831040,14112,327943040
83588,795629120,18199,415782464,14112,327680896
83590,812406336,18199,414733888,14112,327418752
83590,795629120,18200,415258176,14112,327353216
83591,778851904,18200,415782464,14112,327287680
83597,795629120,18202,415258176,14112,327222144
83598,812406336,18203,414733888,14112,327156608
83598,795629120,18203,415258176,14112,326894464
83600,778851904,18203,415782464,14112,326632320
83606,795629120,18206,415258176,14112,325583744
83607,812406336,18206,414733888,14113,324535168
83608,829183552,18206,414996032,14113,324797312
83608,812406336,18206,415258176,14113,325059456
83609,795629120,18209,414996032,14113,327156608
83636,778851904,18209,414733888,14114,329253760
83636,762074688,18209,414996032,14114,329515904
83639,778851904,18210,415258176,14115,329778048
83639,795629120,18212,414996032,14115,329515904
83639,778851904,18212,414733888,14116,331613056
83639,762074688,18212,414471744,14116,331678592
83642,778851904,18213,414209600,14116,331744128
83644,795629120,18214,405820992,14117,333841280
83646,812406336,18215,397432384,14117,335938432
83647,829183552,18217,389043776,14118,338035584
83647,812406336,18219,380655168,14118,340132736
83653,829183552,18221,380393024,14118,340198272
83655,845960768,18221,380130880,14118,340263808
83655,829183552,18221,371742272,14118,341312384
83656,812406336,18223,371480128,14119,342360960
83661,829183552,18225,363091520,14123,341312384
83663,845960768,18226,354702912,14123,340263808
83663,829183552,18227,354440768,14124,341312384
83664,812406336,18227,354178624,14124,342360960
83666,829183552,18227,354440768,14130,341312384
83669,845960768,18227,354702912,14130,340263808
83671,862737984,18229,354965056,14130,340788096
83671,845960768,18229,355227200,14130,341312384
83673,829183552,18229,355489344,14132,340788096
83707,812406336,18229,355751488,14133,340263808
83708,795629120,18229,356013632,14133,340788096
83710,812406336,18229,356275776,14133,341312384
83711,829183552,18229,356013632,14135,340788096
83711,812406336,18229,356275776,14135,340263808
83712,795629120,18230,356537920,14135,340525952
83713,778851904,18230,356800064,14135,340788096
83717,762074688,18230,357062208,14137,340525952
83722,778851904,18230,357324352,14137,340263808
83722,795629120,18230,357586496,14137,340525952
83723,812406336,18231,357324352,14137,340788096
83723,829183552,18231,357062208,14139,340525952
83723,812406336,18231,357324352,14139,340263808
83727,795629120,18231,357586496,14139,340394880
83730,778851904,18232,357324352,14139,340525952
83735,762074688,18232,357062208,14140,340394880
83739,753686080,18232,356800064,14140,340263808
83739,745297472,18232,356537920,14140,340394880
83739,736908864,18232,356275776,14140,340525952
83739,728520256,18232,356013632,14142,340394880
83739,720131648,18232,355751488,14142,340263808
83739,711743040,18232,355489344,14142,340329344
83739,703354432,18232,355227200,14142,340394880
83739,694965824,18232,354965056,14144,340329344
83739,678188608,18232,354702912,14144,340263808
83742,661411392,18233,354440768,14144,340329344
83746,669800000,18233,354178624,14144,340394880
83746,678188608,18233,354244160,14145,340329344
83747,686577216,18233,354309696,14145,340263808
83747,694965824,18233,354309696,14145,340198272
83747,686577216,18233,354309696,14146,340132736
83748,694965824,18233,354899520,14146,338035584
83749,703354432,18234,355489344,14146,335938432
83749,694965824,18234,355620416,14147,333841280
83751,686577216,18234,355751488,14147,331744128
83756,694965824,18234,355882560,14148,331678592
83759,703354432,18381,356013632,14148,331613056
83759,694965824,18381,356144704,14148,329515904
83762,686577216,18382,356275776,14149,329253760
83768,694965824,18382,356406848,14149,327156608
83769,703354432,18382,356537920,14149,325059456
83770,711743040,18394,356406848,14150,324797312
83770,703354432,18394,356275776,14150,324535168
83771,694965824,18394,356144704,14150,324797312
83790,686577216,18394,356013632,14150,325059456
83790,678188608,18394,355882560,14150,325321600
83791,686577216,18394,355751488,14150,325583744
83792,694965824,18395,355620416,14150,325649280
83792,686577216,18395,355489344,14150,325714816
83792,678188608,18395,354899520,14150,325780352
83793,686577216,18395,354309696,14150,325845888
83795,694965824,18395,354244160,14150,325780352
83796,703354432,18395,354178624,14151,326042496
83796,711743040,18395,354244160,14151,326304640
83796,703354432,18395,354309696,14151,326566784
83799,711743040,18395,354309696,14151,326828928
83800,720131648,18395,354309696,14152,326566784
83800,711743040,18396,354899520,14152,326304640
83801,703354432,18396,355489344,14152,326042496
83803,711743040,18396,355620416,14152,325780352
83804,720131648,18396,355751488,14152,325714816
83804,711743040,18396,355882560,14152,325649280
83806,703354432,18555,356013632,14152,325583744
83809,711743040,18555,356144704,14152,325321600
83809,720131648,18555,356275776,14152,325059456
83809,728520256,18555,356406848,14152,324797312
83809,720131648,18555,356537920,14152,324535168
83810,711743040,18556,356406848,14152,324600704
83825,703354432,18556,356275776,14152,324666240
83826,694965824,18556,356144704,14152,324666240
83827,703354432,18556,356013632,14152,324666240
83827,711743040,18556,355882560,14152,325256064
83827,703354432,18556,355751488,14153,325845888
83829,694965824,18556,355620416,14153,325976960
83831,686577216,18556,355489344,14153,326108032
83832,678188608,18556,354899520,14153,326239104
83835,686577216,18557,354309696,14300,326370176
83836,694965824,18557,354244160,14301,326501248
83837,703354432,18557,354178624,14301,326632320
83837,711743040,18557,354244160,14301,326763392
83837,703354432,18557,354309696,14301,326894464
83839,694965824,18557,354309696,14313,326763392
83841,686577216,18557,354309696,14313,326632320
83842,678188608,18557,354899520,14313,326501248
83844,673994304,18558,355489344,14313,326370176
83844,669800000,18558,355620416,14313,326239104
83844,665605696,18558,355751488,14314,326108032
83844,661411392,18558,355882560,14314,325976960
83844,657217088,18717,356013632,14314,325845888
83844,653022784,18717,356144704,14314,325256064
83844,648828480,18717,356275776,14314,324666240
83844,644634176,18717,356406848,14314,324600704
83844,636245568,18717,356537920,14314,324535168
83845,627856960,18718,356406848,14314,324600704
83848,632051264,18718,356275776,14314,324666240
83849,636245568,18718,356144704,14314,324666240
83851,640439872,18718,356013632,14314,324666240
83852,644634176,18718,355882560,14314,325256064
83852,640439872,18718,355751488,14314,325845888
83854,644634176,18718,355620416,14314,325976960
83854,648828480,18718,355489344,14314,326108032
83854,644634176,18718,354899520,14314,326239104
83855,640439872,18718,354309696,14468,326370176
83856,644634176,18719,354244160,14468,326501248
83856,648828480,18719,354178624,14468,326632320
83856,644634176,18719,354244160,14468,326763392
83857,640439872,18719,354309696,14468,326894464
83858,644634176,18719,354309696,14474,326763392
83858,648828480,18719,354309696,14474,326632320
83859,653022784,18719,354899520,14474,326501248
83859,648828480,18719,355489344,14475,326370176
83860,644634176,18719,355620416,14475,326239104
83867,640439872,18719,355751488,14475,326108032
83868,636245568,18719,355882560,14475,325976960
83869,640439872,18878,356013632,14475,325845888
83870,644634176,18878,356144704,14475,325256064
83870,640439872,18878,356275776,14475,324666240
83870,636245568,18879,356406848,14475,324600704
83872,640439872,18879,356537920,14475,324535168
83873,644634176,18879,356406848,14475,324600704
83873,648828480,18879,356275776,14475,324666240
83874,653022784,18879,356144704,14475,324666240
83874,648828480,18880,356013632,14475,324666240
83875,653022784,18880,355882560,14475,325256064
83875,657217088,18880,355751488,14475,325845888
83875,653022784,18880,355620416,14476,325976960
83876,648828480,18880,355489344,14476,326108032
83877,653022784,18880,354899520,14476,326239104
83878,657217088,18880,354309696,14623,326370176
83878,653022784,18881,354244160,14623,326501248
83879,648828480,18881,354178624,14623,326632320
83880,653022784,18881,354702912,14623,326763392
83880,657217088,18881,355227200,14623,326894464
83881,661411392,18882,372004416,14636,326763392
83881,657217088,18882,388781632,14636,326632320
83882,653022784,18882,389305920,14636,326501248
83887,648828480,18883,389830208,14636,326370176
83887,644634176,18884,389305920,14636,326239104
83888,648828480,18885,406083136,14636,326108032
83888,653022784,18885,406607424,14636,325976960
83888,648828480,18886,407131712,14636,325845888
83889,644634176,18886,423908928,14636,325256064
83890,640439872,18886,440686144,14636,324666240
83891,636245568,18887,457463360,14637,324600704
83892,640439872,18887,474240576,14637,324535168
83893,644634176,18887,474764864,14637,324600704
83893,648828480,18888,475289152,14637,324666240
83894,653022784,18888,483677760,14637,324666240
83894,648828480,18888,492066368,14637,324666240
83895,644634176,18917,483677760,14637,325256064
83896,640439872,18918,475289152,14637,325845888
83896,636245568,18920,483677760,14637,325976960
83896,634148416,18920,492066368,14637,326108032
83896,632051264,18941,483677760,14637,326239104
83896,629954112,18942,475289152,14790,326370176
83896,627856960,18944,479483456,14790,326501248
83896,625759808,18944,483677760,14790,326632320
83896,623662656,18960,479483456,14791,326763392
83896,621565504,18961,475289152,14791,326894464
83896,619468352,18961,479483456,14797,326763392
83896,615274048,18962,483677760,14797,326632320
83897,611079744,18973,479483456,14797,326501248
83899,613176896,18973,475289152,14797,326370176
83900,615274048,18974,477386304,14797,326239104
83901,617371200,18974,479483456,14797,326108032
83901,619468352,18988,477386304,14797,325976960
83901,617371200,18988,475289152,14797,325845888
83903,619468352,18989,477386304,14797,325256064
83904,621565504,18990,479483456,14797,324666240
83904,619468352,19000,477386304,14798,324600704
83904,617371200,19000,475289152,14798,324535168
83905,619468352,19001,476337728,14798,325059456
83905,621565504,19001,477386304,14798,325583744
83905,619468352,19007,476337728,14799,329778048
83905,617371200,19008,475289152,14799,333972352
83906,619468352,19008,476337728,14799,334496640
83907,621565504,19008,477386304,14800,335020928
83907,623662656,19015,476337728,14800,334496640
83907,621565504,19016,475289152,14801,338690944
83908,619468352,19016,475813440,14801,338822016
83911,617371200,19016,476337728,14801,338953088
83911,615274048,19023,475813440,14801,343147392
83913,617371200,19023,475289152,14802,347341696
83913,619468352,19024,475813440,14802,351536000
83913,617371200,19024,476337728,14803,355730304
83914,615274048,19028,475813440,14803,355861376
83914,617371200,19028,475289152,14803,355992448
83915,619468352,19028,474764864,14804,358089600
83915,621565504,19029,474240576,14804,360186752
83916,623662656,19029,457463360,14813,358089600
83916,621565504,19029,440686144,14814,355992448
83917,623662656,19031,423908928,14814,358089600
83917,625759808,19033,407131712,14814,360186752
83917,623662656,19036,406607424,14822,358089600
83917,621565504,19036,406083136,14822,355992448
83918,623662656,19038,389305920,14823,357041024
83918,625759808,19041,388781632,14823,358089600
83918,623662656,19041,372004416,14827,357041024
83919,621565504,19046,355227200,14827,355992448
83920,623662656,19049,354702912,14828,357041024
83920,625759808,19049,354178624,14828,358089600
83921,627856960,19053,354702912,14834,357041024
83921,625759808,19054,355227200,14834,355992448
83921,623662656,19054,355751488,14834,356516736
83924,621565504,19057,356275776,14834,357041024
83924,619468352,19057,356800064,14837,356516736
83925,621565504,19059,357324352,14837,355992448
83925,623662656,19059,357848640,14837,356516736
83925,621565504,19060,358372928,14837,357041024
83925,619468352,19061,357848640,14840,356516736
83926,617371200,19061,358372928,14840,355992448
83926,615274048,19062,358897216,14840,356254592
83927,617371200,19062,359421504,14840,356516736
83927,619468352,19062,359945792,14843,356254592
83927,621565504,19062,360470080,14843,355992448
83928,623662656,19062,360994368,14843,356254592
83928,621565504,19064,360470080,14843,356516736
83928,619468352,19064,359945792,14846,356254592
83929,617371200,19065,360470080,14846,355992448
83929,615274048,19065,360994368,14846,356123520
83929,614225472,19066,360470080,14846,356254592
83929,613176896,19066,359945792,14848,356123520
83929,612128320,19066,359421504,14848,355992448
83929,611079744,19066,358897216,14848,356123520
83929,610031168,19066,358372928,14848,356254592
83929,608982592,19066,357848640,14851,356123520
83929,607934016,19066,357324352,14851,355992448
83929,606885440,19066,356800064,14851,355861376
83929,604788288,19066,356275776,14851,355730304
83930,602691136,19067,355751488,14852,351536000
83930,603739712,19067,355227200,14853,347341696
83931,604788288,19067,354702912,14854,343147392
83931,605836864,19067,354178624,14855,338953088
83932,606885440,19069,354309696,14856,338822016
83932,605836864,19069,354440768,14856,338690944
83933,606885440,19069,354440768,14856,334496640
83933,607934016,19069,354440768,14857,333972352
83933,606885440,19069,355620416,14857,329778048
83934,605836864,19070,356800064,14858,325583744
83934,606885440,19070,356931136,14859,325059456
83935,607934016,19070,357062208,14859,324535168
83935,606885440,19070,357193280,14859,325059456
83935,605836864,19365,357324352,14860,325583744
83936,606885440,19365,357455424,14860,326108032
83936,607934016,19365,357586496,14860,326632320
83937,608982592,19365,357717568,14860,326763392
83937,607934016,19365,357848640,14860,326894464
83937,606885440,19389,357717568,14860,327025536
83941,605836864,19389,357586496,14860,327156608
83941,604788288,19389,357455424,14860,327025536
83942,605836864,19389,357324352,14861,327549824
83942,606885440,19389,357193280,14861,328074112
83942,605836864,19389,357062208,14861,328598400
83943,604788288,19389,356931136,14861,329122688
83943,605836864,19390,356800064,14862,328598400
83944,606885440,19390,355620416,14862,328074112
83944,607934016,19390,354440768,14862,327549824
83945,608982592,19390,354309696,14862,327025536
83945,607934016,19390,354178624,14862,326894464
83946,608982592,19390,354309696,14862,326763392
83946,610031168,19390,354440768,14862,326632320
83946,608982592,19390,354440768,14862,326108032
83946,607934016,19390,354440768,14862,325583744
83947,608982592,19391,355620416,14862,325059456
83948,610031168,19391,356800064,14862,324535168
83948,608982592,19391,356931136,14863,324666240
83948,607934016,19391,357062208,14863,324797312
83950,608982592,19392,357193280,14863,324797312
83950,610031168,19709,357324352,14863,324797312
83951,611079744,19709,357455424,14863,325976960
83951,610031168,19709,357586496,14863,327156608
83951,608982592,19709,357717568,14863,327287680
83953,607934016,19709,357848640,14863,327418752
83953,606885440,19710,357717568,14863,327549824
83953,607934016,19710,357586496,15158,327680896
83953,608982592,19710,357455424,15158,327811968
83953,607934016,19710,357324352,15158,327943040
83954,606885440,19710,357193280,15158,328074112
83954,605836864,19710,357062208,15158,328205184
83955,604788288,19710,356931136,15182,328074112
83955,605836864,19710,356800064,15182,327943040
83956,606885440,19710,355620416,15182,327811968
83956,607934016,19711,354440768,15182,327680896
83957,608982592,19711,354309696,15182,327549824
83957,607934016,19711,354178624,15182,327418752
83957,606885440,19711,354309696,15182,327287680
83957,605836864,19711,354440768,15183,327156608
83958,604788288,19711,354440768,15183,325976960
83958,604264000,19711,354440768,15183,324797312
83958,603739712,19711,355620416,15183,324666240
83958,603215424,19712,356800064,15183,324535168
83958,602691136,19712,356931136,15183,324666240
83958,602166848,19712,357062208,15183,324797312
83958,601642560,19712,357193280,15183,324797312
83958,601118272,20029,357324352,15183,324797312
83958,600593984,20029,357455424,15183,325976960
83958,599545408,20030,357586496,15184,327156608
83958,598496832,20030,357717568,15184,327287680
83958,597972544,20030,357848640,15184,327418752
83959,597448256,20030,357717568,15184,327549824
83960,596923968,20030,357586496,15490,327680896
83962,596399680,20030,357455424,15490,327811968
83964,595875392,20030,357324352,15490,327943040
83967,595351104,20030,357193280,15490,328074112
83971,594826816,20030,357062208,15490,328205184
83975,594302528,20031,356931136,15502,328074112
83983,595351104,20031,356800064,15503,327943040
83986,596399680,20031,355620416,15503,327811968
83989,597448256,20031,354440768,15503,327680896
83992,598496832,20031,354309696,15503,327549824
83993,599545408,20031,354178624,15503,327418752
83994,600593984,20032,354309696,15503,327287680
83994,599545408,20032,354440768,15503,327156608
83994,598496832,20032,354440768,15503,325976960
83995,597448256,20032,354440768,15503,324797312
83995,596399680,20032,355620416,15503,324666240
83995,595351104,20032,356800064,15503,324535168
83996,594302528,20032,356931136,15503,324666240
83996,560748096,20032,357062208,15503,324797312
83996,527193664,20033,357193280,15503,324797312
83999,493639232,20350,357324352,15503,324797312
84002,460084800,20350,357455424,15504,325976960
84006,459036224,20350,357586496,15504,327156608
84011,457987648,20350,357717568,15504,327287680
84014,424433216,20350,357848640,15504,327418752
84020,423384640,20351,357717568,15504,327549824
84028,389830208,20351,357586496,15810,327680896
84031,356275776,20351,357455424,15810,327811968
84037,355227200,20351,357324352,15810,327943040
84043,354178624,20351,357193280,15810,328074112
84049,355227200,20351,357062208,15810,328205184
84052,356275776,20351,356931136,15823,328074112
84055,357324352,20351,356800064,15823,327943040
84058,358372928,20351,355620416,15823,327811968
84058,359421504,20352,354440768,15823,327680896
84059,360470080,20352,354309696,15823,327549824
84059,361518656,20352,354178624,15823,327418752
84060,362567232,20352,354702912,15823,327287680
84062,363615808,20353,355227200,15823,327156608
84062,364664384,20353,372004416,15823,325976960
