naive time (ms),naive (bytes),iterator time (ms),iterator (bytes),typing time (ms),typing (bytes)
120749,354440768,,,,
120750,355620416,,,,
120750,356800064,,,,
120750,357062208,,,,
120751,357324352,,,,
120751,357586496,,,,
120884,357848640,,,,
120884,358110784,,,,
120884,358372928,,,,
120884,358635072,,,,
120884,358897216,,,,
120884,359159360,,,,
120885,359421504,,,,
120886,359159360,,,,
120886,358897216,,,,
120886,359159360,,,,
120886,359421504,,,,
120886,359683648,,,,
120886,359945792,,,,
120886,359683648,,,,
120886,359421504,,,,
120886,359159360,,,,
120886,358897216,,,,
120887,358635072,,,,
120887,358372928,,,,
120887,358110784,,,,
120887,357848640,,,,
120887,357586496,,,,
120887,357324352,,,,
120887,357062208,,,,
120887,356800064,,,,
120887,355620416,,,,
120888,354440768,,,,
120888,354309696,,,,
120888,354178624,,,,
120888,354309696,,,,
120888,354440768,,,,
120888,354440768,,,,
120888,354440768,,,,
120888,355620416,,,,
120889,356800064,,,,
120889,357062208,,,,
120889,357324352,,,,
120889,357586496,,,,
121023,357848640,,,,
121023,358110784,,,,
121023,358372928,,,,
121023,358635072,,,,
121023,358897216,,,,
121023,359159360,,,,
121023,359421504,,,,
121024,359159360,,,,
121024,358897216,,,,
121025,359159360,,,,
121025,359421504,,,,
121025,359683648,,,,
121025,359945792,,,,
121025,359683648,,,,
121025,359421504,,,,
121025,359159360,,,,
121025,358897216,,,,
121025,358635072,,,,
121025,358372928,,,,
121025,358110784,,,,
121025,357848640,,,,
121025,357586496,,,,
121025,357324352,,,,
121026,357062208,,,,
121026,356800064,,,,
121026,355620416,,,,
121026,354440768,,,,
121027,354309696,,,,
121027,354178624,,,,
121027,354309696,,,,
121027,354440768,,,,
121027,354440768,,,,
121027,354440768,,,,
121027,355620416,,,,
121027,356800064,,,,
121027,357062208,,,,
121028,357324352,,,,
121028,357586496,,,,
121161,357848640,,,,
121162,358110784,,,,
121162,358372928,,,,
121162,358635072,,,,
121162,358897216,,,,
121162,359159360,,,,
121162,359421504,,,,
121163,359159360,,,,
121163,358897216,,,,
121163,359159360,,,,
121163,359421504,,,,
121163,359683648,,,,
121164,359945792,,,,
121164,359683648,,,,
121164,359421504,,,,
121164,359159360,,,,
121164,358897216,,,,
121164,358635072,,,,
121164,358372928,,,,
121164,358110784,,,,
121164,357848640,,,,
121164,357586496,,,,
121164,357324352,,,,
121164,357062208,,,,
121164,356800064,,,,
121164,355620416,,,,
121165,354440768,,,,
121165,354309696,,,,
121165,354178624,,,,
121166,355227200,,,,
121166,356275776,,,,
121166,389830208,,,,
121167,423384640,,,,
121167,424433216,,,,
121170,425481792,,,,
121172,426530368,,,,
121172,427578944,,,,
121173,428627520,,,,
121173,427578944,,,,
121173,426530368,,,,
121173,425481792,,,,
121173,424433216,,,,
121174,457987648,,,,
121175,491542080,,,,
121175,525096512,,,,
121176,558650944,,,,
121176,592205376,,,,
121176,625759808,,,,
121176,592205376,,,,
121185,558650944,,,,
121194,525096512,,,,
121202,491542080,,,,
121210,457987648,,,,
121219,424433216,,,,
121232,457987648,,,,
121233,459036224,,,,
121234,460084800,,,,
121234,493639232,,,,
121235,527193664,,,,
121235,560748096,,,,
121236,594302528,,,,
121236,560748096,,,,
121245,527193664,,,,
121259,560748096,,,,
121259,594302528,,,,
121260,627856960,,,,
121260,661411392,,,,
121260,627856960,,,,
121265,594302528,,,,
121276,611079744,,,,
121279,627856960,,,,
121279,644634176,,,,
121280,661411392,,,,
121280,678188608,,,,
121281,694965824,,,,
121281,711743040,,,,
121281,728520256,,,,
121282,745297472,,,,
121282,762074688,,,,
121283,778851904,,,,
121283,795629120,,,,
121283,778851904,,,,
121299,795629120,,,,
121301,812406336,,,,
121301,795629120,,,,
121302,778851904,,,,
121306,795629120,,,,
121309,812406336,,,,
121309,795629120,,,,
121311,778851904,,,,
121315,795629120,,,,
121318,812406336,,,,
121319,829183552,,,,
121319,812406336,,,,
121322,795629120,,,,
121348,778851904,,,,
121348,762074688,,,,
121351,778851904,,,,
121351,795629120,,,,
121351,778851904,,,,
121351,762074688,,,,
121354,778851904,,,,
121356,795629120,,,,
121358,812406336,,,,
121359,829183552,,,,
121359,812406336,,,,
121365,829183552,,,,
121367,845960768,,,,
121367,829183552,,,,
121368,812406336,,,,
121378,829183552,,,,
121378,845960768,,,,
121378,829183552,,,,
121381,812406336,,,,
121384,829183552,,,,
121387,845960768,,,,
121389,862737984,,,,
121389,845960768,,,,
121391,829183552,,,,
121417,812406336,,,,
121417,795629120,,,,
121420,812406336,,,,
121420,829183552,,,,
121420,812406336,,,,
121421,795629120,,,,
121423,778851904,,,,
121426,762074688,,,,
121432,778851904,,,,
121432,795629120,,,,
121432,812406336,,,,
121432,829183552,,,,
121432,812406336,,,,
121437,795629120,,,,
121440,778851904,,,,
121444,762074688,,,,
121448,753686080,,,,
121448,745297472,,,,
121448,736908864,,,,
121448,728520256,,,,
121448,720131648,,,,
121448,711743040,,,,
121448,703354432,,,,
121448,694965824,,,,
121448,678188608,,,,
121451,661411392,,,,
121455,669800000,,,,
121456,678188608,,,,
121456,686577216,,,,
121456,694965824,,,,
121456,686577216,,,,
121458,694965824,,,,
121458,703354432,,,,
121458,694965824,,,,
121460,686577216,,,,
121466,694965824,,,,
121468,703354432,,,,
121468,694965824,,,,
121471,686577216,,,,
121477,694965824,,,,
121479,703354432,,,,
121479,711743040,,,,
121479,703354432,,,,
121480,694965824,,,,
121501,686577216,,,,
121501,678188608,,,,
121502,686577216,,,,
121503,694965824,,,,
121503,686577216,,,,
121503,678188608,,,,
121506,686577216,,,,
121507,694965824,,,,
121507,703354432,,,,
121508,711743040,,,,
121508,703354432,,,,
121511,711743040,,,,
121512,720131648,,,,
121512,711743040,,,,
121513,703354432,,,,
121515,711743040,,,,
121515,720131648,,,,
121515,711743040,,,,
121517,703354432,,,,
121520,711743040,,,,
121521,720131648,,,,
121521,728520256,,,,
121521,720131648,,,,
121522,711743040,,,,
121535,703354432,,,,
121535,694965824,,,,
121536,703354432,,,,
121537,711743040,,,,
121537,703354432,,,,
121538,694965824,,,,
121540,686577216,,,,
121541,678188608,,,,
121544,686577216,,,,
121545,694965824,,,,
121546,703354432,,,,
121547,711743040,,,,
121547,703354432,,,,
121548,694965824,,,,
121550,686577216,,,,
121551,678188608,,,,
121553,673994304,,,,
121553,669800000,,,,
121553,665605696,,,,
121553,661411392,,,,
121553,657217088,,,,
121553,653022784,,,,
121553,648828480,,,,
121553,644634176,,,,
121553,636245568,,,,
121554,627856960,,,,
121557,632051264,,,,
121558,636245568,,,,
121560,640439872,,,,
121561,644634176,,,,
121561,640439872,,,,
121563,644634176,,,,
121563,648828480,,,,
121563,644634176,,,,
121564,640439872,,,,
121565,644634176,,,,
121565,648828480,,,,
121565,644634176,,,,
121566,640439872,,,,
121568,644634176,,,,
121568,648828480,,,,
121568,653022784,,,,
121568,648828480,,,,
121569,644634176,,,,
121576,640439872,,,,
121576,636245568,,,,
121578,640439872,,,,
121578,644634176,,,,
121578,640439872,,,,
121579,636245568,,,,
121580,640439872,,,,
121580,644634176,,,,
121581,648828480,,,,
121581,653022784,,,,
121581,648828480,,,,
121582,653022784,,,,
121583,657217088,,,,
121583,653022784,,,,
121583,648828480,,,,
121584,653022784,,,,
121585,657217088,,,,
121585,653022784,,,,
121585,648828480,,,,
121586,653022784,,,,
121587,657217088,,,,
121588,661411392,,,,
121588,657217088,,,,
121588,653022784,,,,
121595,648828480,,,,
121595,644634176,,,,
121596,648828480,,,,
121597,653022784,,,,
121597,648828480,,,,
121597,644634176,,,,
121598,640439872,,,,
121599,636245568,,,,
121600,640439872,,,,
121601,644634176,,,,
121602,648828480,,,,
121602,653022784,,,,
121602,648828480,,,,
121603,644634176,,,,
121603,640439872,,,,
121604,636245568,,,,
121604,634148416,,,,
121604,632051264,,,,
121604,629954112,,,,
121604,627856960,,,,
121604,625759808,,,,
121604,623662656,,,,
121604,621565504,,,,
121604,619468352,,,,
121604,615274048,,,,
121605,611079744,,,,
121607,613176896,,,,
121608,615274048,,,,
121609,617371200,,,,
121610,619468352,,,,
121610,617371200,,,,
121610,619468352,,,,
121611,621565504,,,,
121611,619468352,,,,
121611,617371200,,,,
121612,619468352,,,,
121612,621565504,,,,
121612,619468352,,,,
121613,617371200,,,,
121613,619468352,,,,
121614,621565504,,,,
121614,623662656,,,,
121614,621565504,,,,
121615,619468352,,,,
121618,617371200,,,,
121618,615274048,,,,
121620,617371200,,,,
121620,619468352,,,,
121620,617371200,,,,
121621,615274048,,,,
121622,617371200,,,,
121622,619468352,,,,
121622,621565504,,,,
121623,623662656,,,,
121623,621565504,,,,
121624,623662656,,,,
121624,625759808,,,,
121624,623662656,,,,
121625,621565504,,,,
121625,623662656,,,,
121626,625759808,,,,
121626,623662656,,,,
121626,621565504,,,,
121627,623662656,,,,
121627,625759808,,,,
121628,627856960,,,,
121628,625759808,,,,
121628,623662656,,,,
121633,621565504,,,,
121634,619468352,,,,
121634,621565504,,,,
121635,623662656,,,,
121635,621565504,,,,
121635,619468352,,,,
121636,617371200,,,,
121636,615274048,,,,
121637,617371200,,,,
121637,619468352,,,,
121638,621565504,,,,
121638,623662656,,,,
121638,621565504,,,,
121639,619468352,,,,
121639,617371200,,,,
121640,615274048,,,,
121641,614225472,,,,
121641,613176896,,,,
121641,612128320,,,,
121641,611079744,,,,
121641,610031168,,,,
121641,608982592,,,,
121641,607934016,,,,
121641,606885440,,,,
121641,604788288,,,,
121641,602691136,,,,
121642,603739712,,,,
121643,604788288,,,,
121643,605836864,,,,
121643,606885440,,,,
121644,605836864,,,,
121644,606885440,,,,
121645,607934016,,,,
121645,606885440,,,,
121645,605836864,,,,
121646,606885440,,,,
121646,607934016,,,,
121646,606885440,,,,
121646,605836864,,,,
121647,606885440,,,,
121648,607934016,,,,
121648,608982592,,,,
121648,607934016,,,,
121648,606885440,,,,
121650,605836864,,,,
121650,604788288,,,,
121650,605836864,,,,
121651,606885440,,,,
121651,605836864,,,,
121651,604788288,,,,
121652,605836864,,,,
121652,606885440,,,,
121653,607934016,,,,
121654,608982592,,,,
121654,607934016,,,,
121654,608982592,,,,
121655,610031168,,,,
121655,608982592,,,,
121655,607934016,,,,
121656,608982592,,,,
121656,610031168,,,,
121657,608982592,,,,
121657,607934016,,,,
121657,608982592,,,,
121658,610031168,,,,
121658,611079744,,,,
121658,610031168,,,,
121659,608982592,,,,
121662,607934016,,,,
121662,606885440,,,,
121662,607934016,,,,
121662,608982592,,,,
121662,607934016,,,,
121663,606885440,,,,
121663,605836864,,,,
121664,604788288,,,,
121664,605836864,,,,
121665,606885440,,,,
121665,607934016,,,,
121666,608982592,,,,
121666,607934016,,,,
121666,606885440,,,,
121666,605836864,,,,
121667,604788288,,,,
121667,604264000,,,,
121667,603739712,,,,
121667,603215424,,,,
121667,602691136,,,,
121667,602166848,,,,
121667,601642560,,,,
121667,601118272,,,,
121667,600593984,,,,
121667,599545408,,,,
121667,598496832,,,,
121668,597972544,,,,
121668,597448256,,,,
121670,596923968,,,,
121671,596399680,,,,
121674,595875392,,,,
121677,595351104,,,,
121681,594826816,,,,
121686,594302528,,,,
121694,595351104,,,,
121697,596399680,,,,
121700,597448256,,,,
121701,598496832,,,,
121703,599545408,,,,
121703,600593984,,,,
121703,599545408,,,,
121704,598496832,,,,
121704,597448256,,,,
121704,596399680,,,,
121705,595351104,,,,
121705,594302528,,,,
121705,560748096,,,,
121705,527193664,,,,
121708,493639232,,,,
121712,460084800,,,,
121720,459036224,,,,
121725,457987648,,,,
121728,424433216,,,,
121734,423384640,,,,
121740,389830208,,,,
121743,356275776,,,,
121751,355227200,,,,
121754,354178624,,,,
121763,355227200,,,,
121763,356275776,,,,
121766,357324352,,,,
121769,358372928,,,,
121769,359421504,,,,
121770,360470080,,,,
121770,361518656,,,,
121771,362567232,,,,
121772,363615808,,,,
121773,364664384,,,,
121773,365712960,,,,
121773,364664384,,,,
121773,363615808,,,,
121774,362567232,,,,
121774,361518656,,,,
121775,362567232,,,,
121775,362567232,,,,
121775,363615808,,,,
121775,364664384,,,,
121776,365712960,,,,
121776,364664384,,,,
121776,363615808,,,,
121777,364664384,,,,
121777,365712960,,,,
121778,366761536,,,,
121778,367810112,,,,
121779,368858688,,,,
121779,369907264,,,,
121779,370955840,,,,
121780,372004416,,,,
121780,373052992,,,,
121781,374101568,,,,
121781,373052992,,,,
121781,372004416,,,,
121782,370955840,,,,
121782,369907264,,,,
121783,370955840,,,,
121783,372004416,,,,
121783,373052992,,,,
121784,374101568,,,,
121784,373052992,,,,
121784,372004416,,,,
121784,370955840,,,,
121785,369907264,,,,
121785,368858688,,,,
121785,367810112,,,,
121785,366761536,,,,
121786,365712960,,,,
121786,364664384,,,,
121787,365712960,,,,
121787,366761536,,,,
121787,367810112,,,,
121788,368858688,,,,
121788,369907264,,,,
121789,370955840,,,,
121789,369907264,,,,
121790,370955840,,,,
121790,372004416,,,,
121790,370955840,,,,
121790,369907264,,,,
121791,370955840,,,,
121792,372004416,,,,
121792,370955840,,,,
121792,369907264,,,,
121793,370955840,,,,
121794,372004416,,,,
121794,373052992,,,,
121794,372004416,,,,
121794,370955840,,,,
121797,369907264,,,,
121798,368858688,,,,
121798,369907264,,,,
121799,370955840,,,,
121799,372004416,,,,
121800,373052992,,,,
121800,372004416,,,,
121800,370955840,,,,
121800,369907264,,,,
121801,368858688,,,,
121801,367810112,,,,
121801,366761536,,,,
121802,365712960,,,,
121802,364664384,,,,
121802,363615808,,,,
121803,362567232,,,,
121803,361518656,,,,
121804,360470080,,,,
121804,359421504,,,,
121804,358372928,,,,
121805,357324352,,,,
121805,356275776,,,,
121805,355227200,,,,
121806,354178624,,,,
121806,354440768,,,,
121806,354702912,,,,
121806,354702912,,,,
121806,354702912,,,,
121806,357062208,,,,
121806,359421504,,,,
121807,359683648,,,,
121807,359945792,,,,
121807,360207936,,,,
122067,360470080,,,,
122067,360732224,,,,
122067,360994368,,,,
122067,361256512,,,,
122067,361518656,,,,
122067,361780800,,,,
122067,362042944,,,,
122075,361780800,,,,
122075,361518656,,,,
122075,361780800,,,,
122075,362042944,,,,
122075,362305088,,,,
122075,362567232,,,,
122075,362305088,,,,
122075,362042944,,,,
122075,361780800,,,,
122075,361518656,,,,
122076,361256512,,,,
122076,360994368,,,,
122076,360732224,,,,
122076,360470080,,,,
122076,360207936,,,,
122076,359945792,,,,
122076,359683648,,,,
122076,359421504,,,,
122076,357062208,,,,
122077,354702912,,,,
122077,354440768,,,,
122077,354178624,,,,
122077,354440768,,,,
122077,354702912,,,,
122077,354702912,,,,
122077,354702912,,,,
122078,357062208,,,,
122078,359421504,,,,
122078,359683648,,,,
122078,359945792,,,,
122078,360207936,,,,
122345,360470080,,,,
122345,360732224,,,,
122345,360994368,,,,
122345,361256512,,,,
122345,361518656,,,,
122345,361780800,,,,
122345,362042944,,,,
122347,361780800,,,,
122347,361518656,,,,
122347,361780800,,,,
122347,362042944,,,,
122347,362305088,,,,
122347,362567232,,,,
122347,362305088,,,,
122347,362042944,,,,
122347,361780800,,,,
122347,361518656,,,,
122347,361256512,,,,
122347,360994368,,,,
122347,360732224,,,,
122347,360470080,,,,
122348,360207936,,,,
122348,359945792,,,,
122348,359683648,,,,
122348,359421504,,,,
122348,357062208,,,,
122348,354702912,,,,
122349,354440768,,,,
122349,354178624,,,,
122349,354440768,,,,
122349,354702912,,,,
122349,354702912,,,,
122349,354702912,,,,
122349,357062208,,,,
122350,359421504,,,,
122350,359683648,,,,
122350,359945792,,,,
122350,360207936,,,,
122616,360470080,,,,
122617,360732224,,,,
122617,360994368,,,,
122617,361256512,,,,
122617,361518656,,,,
122617,361780800,,,,
122617,362042944,,,,
122618,361780800,,,,
122618,361518656,,,,
122618,361780800,,,,
122618,362042944,,,,
122618,362305088,,,,
122618,362567232,,,,
122618,362305088,,,,
122619,362042944,,,,
122619,361780800,,,,
122619,361518656,,,,
122619,361256512,,,,
122619,360994368,,,,
122619,360732224,,,,
122619,360470080,,,,
122619,360207936,,,,
122619,359945792,,,,
122619,359683648,,,,
122619,359421504,,,,
122619,357062208,,,,
122620,354702912,,,,
122620,354440768,,,,
122620,354178624,,,,
122620,354440768,,,,
122620,354702912,,,,
122620,354702912,,,,
122620,354702912,,,,
122621,357062208,,,,
122621,359421504,,,,
122621,359683648,,,,
122622,359945792,,,,
122622,360207936,,,,
122888,360470080,,,,
122888,360732224,,,,
122888,360994368,,,,
122888,361256512,,,,
122888,361518656,,,,
122888,361780800,,,,
122888,362042944,,,,
122889,361780800,,,,
122889,361518656,,,,
122890,361780800,,,,
122890,362042944,,,,
122890,362305088,,,,
122890,362567232,,,,
122890,362305088,,,,
122890,362042944,,,,
122890,361780800,,,,
122890,361518656,,,,
122890,361256512,,,,
122890,360994368,,,,
122890,360732224,,,,
122890,360470080,,,,
122891,360207936,,,,
122891,359945792,,,,
122891,359683648,,,,
122891,359421504,,,,
122891,357062208,,,,
122891,354702912,,,,
122892,354440768,,,,
122892,354178624,,,,
122892,355227200,,,,
122893,356275776,,,,
122893,389830208,,,,
122894,423384640,,,,
122894,424433216,,,,
122897,425481792,,,,
122899,426530368,,,,
122899,427578944,,,,
122900,428627520,,,,
122900,427578944,,,,
122900,426530368,,,,
122900,425481792,,,,
122901,424433216,,,,
122901,457987648,,,,
122902,491542080,,,,
122902,525096512,,,,
122903,558650944,,,,
122903,592205376,,,,
122903,625759808,,,,
122903,592205376,,,,
122913,558650944,,,,
122921,525096512,,,,
122930,491542080,,,,
122938,457987648,,,,
122946,424433216,,,,
122957,457987648,,,,
122958,459036224,,,,
122958,460084800,,,,
122959,493639232,,,,
122959,527193664,,,,
122960,560748096,,,,
122960,594302528,,,,
122960,560748096,,,,
122969,527193664,,,,
122983,560748096,,,,
122983,594302528,,,,
122984,627856960,,,,
122984,661411392,,,,
122984,627856960,,,,
122989,594302528,,,,
123000,611079744,,,,
123003,627856960,,,,
123003,644634176,,,,
123004,661411392,,,,
123004,678188608,,,,
123005,694965824,,,,
123005,711743040,,,,
123006,728520256,,,,
123006,745297472,,,,
123007,762074688,,,,
123007,778851904,,,,
123007,795629120,,,,
123007,778851904,,,,
123023,795629120,,,,
123025,812406336,,,,
123025,795629120,,,,
123026,778851904,,,,
123031,795629120,,,,
123033,812406336,,,,
123033,795629120,,,,
123035,778851904,,,,
123039,795629120,,,,
123042,812406336,,,,
123043,829183552,,,,
123044,812406336,,,,
123046,795629120,,,,
123071,778851904,,,,
123072,762074688,,,,
123075,778851904,,,,
123077,795629120,,,,
123077,778851904,,,,
123077,762074688,,,,
123082,778851904,,,,
123084,795629120,,,,
123084,812406336,,,,
123085,829183552,,,,
123085,812406336,,,,
123092,829183552,,,,
123093,845960768,,,,
123093,829183552,,,,
123094,812406336,,,,
123098,829183552,,,,
123101,845960768,,,,
123101,829183552,,,,
123102,812406336,,,,
123108,829183552,,,,
123109,845960768,,,,
123110,862737984,,,,
123110,845960768,,,,
123111,829183552,,,,
123146,812406336,,,,
123146,795629120,,,,
123149,812406336,,,,
123149,829183552,,,,
123149,812406336,,,,
123151,795629120,,,,
123152,778851904,,,,
123156,762074688,,,,
123161,778851904,,,,
123161,795629120,,,,
123162,812406336,,,,
123162,829183552,,,,
123162,812406336,,,,
123166,795629120,,,,
123169,778851904,,,,
123173,762074688,,,,
123178,753686080,,,,
123178,745297472,,,,
123178,736908864,,,,
123178,728520256,,,,
123178,720131648,,,,
123178,711743040,,,,
123178,703354432,,,,
123178,694965824,,,,
123178,678188608,,,,
123180,661411392,,,,
123185,669800000,,,,
123185,678188608,,,,
123185,686577216,,,,
123185,694965824,,,,
123185,686577216,,,,
123187,694965824,,,,
123187,703354432,,,,
123187,694965824,,,,
123190,686577216,,,,
123195,694965824,,,,
123198,703354432,,,,
123198,694965824,,,,
123201,686577216,,,,
123206,694965824,,,,
123208,703354432,,,,
123208,711743040,,,,
123208,703354432,,,,
123210,694965824,,,,
123230,686577216,,,,
123230,678188608,,,,
123232,686577216,,,,
123232,694965824,,,,
123232,686577216,,,,
123232,678188608,,,,
123235,686577216,,,,
123236,694965824,,,,
123237,703354432,,,,
123238,711743040,,,,
123238,703354432,,,,
123240,711743040,,,,
123241,720131648,,,,
123241,711743040,,,,
123242,703354432,,,,
123243,711743040,,,,
123244,720131648,,,,
123244,711743040,,,,
123245,703354432,,,,
123247,711743040,,,,
123248,720131648,,,,
123249,728520256,,,,
123249,720131648,,,,
123250,711743040,,,,
123264,703354432,,,,
123264,694965824,,,,
123265,703354432,,,,
123266,711743040,,,,
123266,703354432,,,,
123266,694965824,,,,
123267,686577216,,,,
123269,678188608,,,,
123272,686577216,,,,
123273,694965824,,,,
123274,703354432,,,,
123275,711743040,,,,
123275,703354432,,,,
123276,694965824,,,,
123277,686577216,,,,
123279,678188608,,,,
123281,673994304,,,,
123281,669800000,,,,
123281,665605696,,,,
123281,661411392,,,,
123281,657217088,,,,
123281,653022784,,,,
123281,648828480,,,,
123281,644634176,,,,
123281,636245568,,,,
123282,627856960,,,,
123285,632051264,,,,
123286,636245568,,,,
123286,640439872,,,,
123287,644634176,,,,
123287,640439872,,,,
123290,644634176,,,,
123291,648828480,,,,
123291,644634176,,,,
123292,640439872,,,,
123294,644634176,,,,
123295,648828480,,,,
123295,644634176,,,,
123295,640439872,,,,
123296,644634176,,,,
123297,648828480,,,,
123297,653022784,,,,
123297,648828480,,,,
123298,644634176,,,,
123307,640439872,,,,
123307,636245568,,,,
123308,640439872,,,,
123309,644634176,,,,
123309,640439872,,,,
123310,636245568,,,,
123311,640439872,,,,
123312,644634176,,,,
123312,648828480,,,,
123313,653022784,,,,
123313,648828480,,,,
123313,653022784,,,,
123314,657217088,,,,
123314,653022784,,,,
123314,648828480,,,,
123316,653022784,,,,
123316,657217088,,,,
123316,653022784,,,,
123317,648828480,,,,
123318,653022784,,,,
123319,657217088,,,,
123319,661411392,,,,
123319,657217088,,,,
123320,653022784,,,,
123325,648828480,,,,
123325,644634176,,,,
123326,648828480,,,,
123326,653022784,,,,
123326,648828480,,,,
123327,644634176,,,,
123328,640439872,,,,
123329,636245568,,,,
123330,640439872,,,,
123331,644634176,,,,
123331,648828480,,,,
123332,653022784,,,,
123332,648828480,,,,
123333,644634176,,,,
123333,640439872,,,,
123334,636245568,,,,
123334,634148416,,,,
123334,632051264,,,,
123334,629954112,,,,
123334,627856960,,,,
123334,625759808,,,,
123334,623662656,,,,
123334,621565504,,,,
123334,619468352,,,,
123334,615274048,,,,
123335,611079744,,,,
123336,613176896,,,,
123337,615274048,,,,
123338,617371200,,,,
123339,619468352,,,,
123339,617371200,,,,
123340,619468352,,,,
123340,621565504,,,,
123340,619468352,,,,
123341,617371200,,,,
123342,619468352,,,,
123342,621565504,,,,
123342,619468352,,,,
123343,617371200,,,,
123343,619468352,,,,
123344,621565504,,,,
123344,623662656,,,,
123344,621565504,,,,
123345,619468352,,,,
123348,617371200,,,,
123348,615274048,,,,
123349,617371200,,,,
123349,619468352,,,,
123349,617371200,,,,
123349,615274048,,,,
123350,617371200,,,,
123351,619468352,,,,
123351,621565504,,,,
123352,623662656,,,,
123352,621565504,,,,
123352,623662656,,,,
123353,625759808,,,,
123353,623662656,,,,
123353,621565504,,,,
123354,623662656,,,,
123354,625759808,,,,
123354,623662656,,,,
123355,621565504,,,,
123355,623662656,,,,
123357,625759808,,,,
123357,627856960,,,,
123357,625759808,,,,
123358,623662656,,,,
123361,621565504,,,,
123361,619468352,,,,
123362,621565504,,,,
123362,623662656,,,,
123362,621565504,,,,
123363,619468352,,,,
123363,617371200,,,,
123363,615274048,,,,
123364,617371200,,,,
123365,619468352,,,,
123365,621565504,,,,
123366,623662656,,,,
123366,621565504,,,,
123366,619468352,,,,
123367,617371200,,,,
123367,615274048,,,,
123367,614225472,,,,
123367,613176896,,,,
123367,612128320,,,,
123367,611079744,,,,
123367,610031168,,,,
123367,608982592,,,,
123367,607934016,,,,
123367,606885440,,,,
123367,604788288,,,,
123368,602691136,,,,
123369,603739712,,,,
123369,604788288,,,,
123370,605836864,,,,
123370,606885440,,,,
123370,605836864,,,,
123371,606885440,,,,
123371,607934016,,,,
123371,606885440,,,,
123372,605836864,,,,
123372,606885440,,,,
123373,607934016,,,,
123373,606885440,,,,
123373,605836864,,,,
123374,606885440,,,,
123375,607934016,,,,
123375,608982592,,,,
123375,607934016,,,,
123375,606885440,,,,
123378,605836864,,,,
123379,604788288,,,,
123380,605836864,,,,
123380,606885440,,,,
123380,605836864,,,,
123380,604788288,,,,
123381,605836864,,,,
123382,606885440,,,,
123382,607934016,,,,
123383,608982592,,,,
123383,607934016,,,,
123384,608982592,,,,
123384,610031168,,,,
123384,608982592,,,,
123384,607934016,,,,
123385,608982592,,,,
123386,610031168,,,,
123386,608982592,,,,
123386,607934016,,,,
123387,608982592,,,,
123387,610031168,,,,
123388,611079744,,,,
123388,610031168,,,,
123388,608982592,,,,
123390,607934016,,,,
123390,606885440,,,,
123390,607934016,,,,
123390,608982592,,,,
123390,607934016,,,,
123391,606885440,,,,
123391,605836864,,,,
123391,604788288,,,,
123392,605836864,,,,
123392,606885440,,,,
123393,607934016,,,,
123394,608982592,,,,
123394,607934016,,,,
123394,606885440,,,,
123394,605836864,,,,
123395,604788288,,,,
123395,604264000,,,,
123395,603739712,,,,
123395,603215424,,,,
123395,602691136,,,,
123395,602166848,,,,
123395,601642560,,,,
123395,601118272,,,,
123395,600593984,,,,
123395,599545408,,,,
123395,598496832,,,,
123395,597972544,,,,
123396,597448256,,,,
123397,596923968,,,,
123399,596399680,,,,
123401,595875392,,,,
123402,595351104,,,,
123405,594826816,,,,
123410,594302528,,,,
123418,595351104,,,,
123421,596399680,,,,
123423,597448256,,,,
123426,598496832,,,,
123429,599545408,,,,
123431,600593984,,,,
123431,599545408,,,,
123431,598496832,,,,
123431,597448256,,,,
123431,596399680,,,,
123432,595351104,,,,
123432,594302528,,,,
123432,560748096,,,,
123433,527193664,,,,
123436,493639232,,,,
123439,460084800,,,,
123442,459036224,,,,
123445,457987648,,,,
123445,424433216,,,,
123445,423384640,,,,
123448,389830208,,,,
123451,356275776,,,,
123460,355227200,,,,
123469,354178624,,,,
123475,355227200,,,,
123478,356275776,,,,
123481,357324352,,,,
123481,358372928,,,,
123487,359421504,,,,
123490,360470080,,,,
123493,361518656,,,,
123496,362567232,,,,
123500,363615808,,,,
123500,364664384,,,,
123501,365712960,,,,
123501,364664384,,,,
123501,363615808,,,,
123501,362567232,,,,
123502,361518656,,,,
123503,362567232,,,,
123503,362567232,,,,
123503,363615808,,,,
123504,364664384,,,,
123504,365712960,,,,
123504,364664384,,,,
123504,363615808,,,,
123505,364664384,,,,
123505,365712960,,,,
123506,366761536,,,,
123506,367810112,,,,
123507,368858688,,,,
123507,369907264,,,,
123508,370955840,,,,
123508,372004416,,,,
123508,373052992,,,,
123509,374101568,,,,
123509,373052992,,,,
123509,372004416,,,,
123509,370955840,,,,
123510,369907264,,,,
123511,370955840,,,,
123511,372004416,,,,
123512,373052992,,,,
123512,374101568,,,,
123512,373052992,,,,
123512,372004416,,,,
123513,370955840,,,,
123513,369907264,,,,
123513,368858688,,,,
123514,367810112,,,,
123514,366761536,,,,
123515,365712960,,,,
123515,364664384,,,,
123516,365712960,,,,
123516,366761536,,,,
123516,367810112,,,,
123517,368858688,,,,
123517,369907264,,,,
123518,370955840,,,,
123518,369907264,,,,
123519,370955840,,,,
123519,372004416,,,,
123519,370955840,,,,
123519,369907264,,,,
123520,370955840,,,,
123520,372004416,,,,
123520,370955840,,,,
123521,369907264,,,,
123522,370955840,,,,
123522,372004416,,,,
123522,373052992,,,,
123522,372004416,,,,
123522,370955840,,,,
123524,369907264,,,,
123524,368858688,,,,
123524,369907264,,,,
