Op Number,Percent Completion (Old),Time (ms),Old (bytes),Initial,Time (ms),Iterator (bytes),Percent Completion (Iterator),Iterator Ops,Time (ms),Percent Completion (8bit),New (bytes),uint8_t Buffers
10677,66.88%,149722,357324352,340.77106,,,,,,,,
10678,66.89%,149722,357455424,340.89606,,,,,,,,
10679,66.89%,149722,357586496,341.02106,,,,,,,,
10680,66.90%,149722,357455424,340.89606,,,,,,,,
10681,66.90%,149722,357586496,341.02106,,,,,,,,
10682,66.91%,149722,357717568,341.14606,,,,,,,,
10683,66.92%,149722,357586496,341.02106,,,,,,,,
10684,66.92%,149722,357455424,340.89606,,,,,,,,
10685,66.93%,149722,357586496,341.02106,,,,,,,,
10686,66.94%,149722,357717568,341.14606,,,,,,,,
10687,66.94%,149722,357586496,341.02106,,,,,,,,
10688,66.95%,149722,357455424,340.89606,,,,,,,,
10689,66.95%,149722,357586496,341.02106,,,,,,,,
10690,66.96%,149722,357717568,341.14606,,,,,,,,
10691,66.97%,149723,357848640,341.27106,,,,,,,,
10692,66.97%,149723,357717568,341.14606,,,,,,,,
10693,66.98%,149723,357586496,341.02106,,,,,,,,
10694,66.99%,149724,357455424,340.89606,,,,,,,,
10695,66.99%,149724,357324352,340.77106,,,,,,,,
10696,67.00%,149725,357455424,340.89606,,,,,,,,
10697,67.00%,149725,357586496,341.02106,,,,,,,,
10698,67.01%,149725,357717568,341.14606,,,,,,,,
10699,67.02%,149725,357848640,341.27106,,,,,,,,
10700,67.02%,149725,357717568,341.14606,,,,,,,,
10701,67.03%,149725,357586496,341.02106,,,,,,,,
10702,67.04%,149725,357455424,340.89606,,,,,,,,
10703,67.04%,149725,357324352,340.77106,,,,,,,,
10704,67.05%,149725,357193280,340.64606,,,,,,,,
10705,67.06%,149725,357062208,340.52106,,,,,,,,
10706,67.06%,149725,356931136,340.39606,,,,,,,,
10707,67.07%,149725,356800064,340.27106,,,,,,,,
10708,67.07%,149725,356668992,340.14606,,,,,,,,
10709,67.08%,149725,356537920,340.02106,,,,,,,,
10710,67.09%,149725,357062208,340.52106,,,,,,,,
10711,67.09%,149725,357586496,341.02106,,,,,,,,
10712,67.10%,149725,357717568,341.14606,,,,,,,,
10713,67.11%,149725,357848640,341.27106,,,,,,,,
10714,67.11%,149725,357979712,341.39606,,,,,,,,
10715,67.12%,149725,358110784,341.52106,,,,,,,,
10716,67.12%,149725,358241856,341.64606,,,,,,,,
10717,67.13%,149725,358372928,341.77106,,,,,,,,
10718,67.14%,149725,358241856,341.64606,,,,,,,,
10719,67.14%,149726,358110784,341.52106,,,,,,,,
10720,67.15%,149726,357979712,341.39606,,,,,,,,
10721,67.16%,149726,357848640,341.27106,,,,,,,,
10722,67.16%,153744,357717568,341.14606,,,,,,,,
10723,67.17%,153749,357586496,341.02106,,,,,,,,
10724,67.17%,153749,358110784,341.52106,,,,,,,,
10725,67.18%,153749,358635072,342.02106,,,,,,,,
10726,67.19%,153749,358110784,341.52106,,,,,,,,
10727,67.19%,153749,358635072,342.02106,,,,,,,,
10728,67.20%,153750,359159360,342.52106,,,,,,,,
10729,67.21%,153750,358635072,342.02106,,,,,,,,
10730,67.21%,153750,358110784,341.52106,,,,,,,,
10731,67.22%,153750,358635072,342.02106,,,,,,,,
10732,67.22%,153750,359159360,342.52106,,,,,,,,
10733,67.23%,153750,358635072,342.02106,,,,,,,,
10734,67.24%,153750,358110784,341.52106,,,,,,,,
10735,67.24%,153750,358635072,342.02106,,,,,,,,
10736,67.25%,153750,359159360,342.52106,,,,,,,,
10737,67.26%,153750,359683648,343.02106,,,,,,,,
10738,67.26%,153750,359159360,342.52106,,,,,,,,
10739,67.27%,153750,358635072,342.02106,,,,,,,,
10740,67.27%,153751,358110784,341.52106,,,,,,,,
10741,67.28%,153751,357586496,341.02106,,,,,,,,
10742,67.29%,153751,357062208,340.52106,,,,,,,,
10743,67.29%,153751,356537920,340.02106,,,,,,,,
10744,67.30%,153751,356406848,339.89606,,,,,,,,
10745,67.31%,153751,356275776,339.77106,,,,,,,,
10746,67.31%,153751,356144704,339.64606,,,,,,,,
10747,67.32%,153751,356013632,339.52106,,,,,,,,
10748,67.32%,153751,355882560,339.39606,,,,,,,,
10749,67.33%,153751,355751488,339.27106,,,,,,,,
10750,67.34%,153751,355620416,339.14606,,,,,,,,
10751,67.34%,153751,355489344,339.02106,,,,,,,,
10752,67.35%,153752,355358272,338.89606,,,,,,,,
10753,67.36%,153752,355227200,338.77106,,,,,,,,
10754,67.36%,153752,354702912,338.27106,,,,,,,,
10755,67.37%,153752,354178624,337.77106,,,,,,,,
10756,67.37%,153752,354309696,337.89606,,,,,,,,
10757,67.38%,153752,354440768,338.02106,,,,,,,,
10758,67.39%,153752,358635072,342.02106,,,,,,,,
10759,67.39%,153753,362829376,346.02106,,,,,,,,
10760,67.40%,153753,362960448,346.14606,,,,,,,,
10761,67.41%,153753,363091520,346.27106,,,,,,,,
10762,67.41%,153754,363222592,346.39606,,,,,,,,
10763,67.42%,153754,363353664,346.52106,,,,,,,,
10764,67.42%,153754,363484736,346.64606,,,,,,,,
10765,67.43%,153754,363353664,346.52106,,,,,,,,
10766,67.44%,153754,363222592,346.39606,,,,,,,,
10767,67.44%,153754,363091520,346.27106,,,,,,,,
10768,67.45%,153754,362960448,346.14606,,,,,,,,
10769,67.46%,153755,367154752,350.14606,,,,,,,,
10770,67.46%,153755,371349056,354.14606,,,,,,,,
10771,67.47%,153756,375543360,358.14606,,,,,,,,
10772,67.47%,153756,379737664,362.14606,,,,,,,,
10773,67.48%,153756,383931968,366.14606,,,,,,,,
10774,67.49%,153757,388126272,370.14606,,,,,,,,
10775,67.49%,153757,383931968,366.14606,,,,,,,,
10776,67.50%,153757,379737664,362.14606,,,,,,,,
10777,67.51%,153757,375543360,358.14606,,,,,,,,
10778,67.51%,153758,371349056,354.14606,,,,,,,,
10779,67.52%,153759,367154752,350.14606,,,,,,,,
10780,67.52%,153761,362960448,346.14606,,,,,,,,
10781,67.53%,153763,367154752,350.14606,,,,,,,,
10782,67.54%,153763,367285824,350.27106,,,,,,,,
10783,67.54%,153763,367416896,350.39606,,,,,,,,
10784,67.55%,153764,371611200,354.39606,,,,,,,,
10785,67.56%,153764,375805504,358.39606,,,,,,,,
10786,67.56%,153765,379999808,362.39606,,,,,,,,
10787,67.57%,153765,384194112,366.39606,,,,,,,,
10788,67.58%,153765,379999808,362.39606,,,,,,,,
10789,67.58%,153766,375805504,358.39606,,,,,,,,
10790,67.59%,153767,379999808,362.39606,,,,,,,,
10791,67.59%,153768,384194112,366.39606,,,,,,,,
10792,67.60%,153768,388388416,370.39606,,,,,,,,
10793,67.61%,153769,392582720,374.39606,,,,,,,,
10794,67.61%,153769,388388416,370.39606,,,,,,,,
10795,67.62%,153769,384194112,366.39606,,,,,,,,
10796,67.63%,153771,386291264,368.39606,,,,,,,,
10797,67.63%,153771,388388416,370.39606,,,,,,,,
10798,67.64%,153772,390485568,372.39606,,,,,,,,
10799,67.64%,153772,392582720,374.39606,,,,,,,,
10800,67.65%,153773,394679872,376.39606,,,,,,,,
10801,67.66%,153773,396777024,378.39606,,,,,,,,
10802,67.66%,153774,398874176,380.39606,,,,,,,,
10803,67.67%,153774,400971328,382.39606,,,,,,,,
10804,67.68%,153774,403068480,384.39606,,,,,,,,
10805,67.68%,153775,405165632,386.39606,,,,,,,,
10806,67.69%,153775,407262784,388.39606,,,,,,,,
10807,67.69%,153776,409359936,390.39606,,,,,,,,
10808,67.70%,153776,407262784,388.39606,,,,,,,,
10809,67.71%,153777,409359936,390.39606,,,,,,,,
10810,67.71%,153778,411457088,392.39606,,,,,,,,
10811,67.72%,153778,409359936,390.39606,,,,,,,,
10812,67.73%,153778,407262784,388.39606,,,,,,,,
10813,67.73%,153778,409359936,390.39606,,,,,,,,
10814,67.74%,153779,411457088,392.39606,,,,,,,,
10815,67.74%,153779,409359936,390.39606,,,,,,,,
10816,67.75%,153779,407262784,388.39606,,,,,,,,
10817,67.76%,153780,409359936,390.39606,,,,,,,,
10818,67.76%,153781,411457088,392.39606,,,,,,,,
10819,67.77%,153781,413554240,394.39606,,,,,,,,
10820,67.78%,153781,411457088,392.39606,,,,,,,,
10821,67.78%,153781,409359936,390.39606,,,,,,,,
10822,67.79%,153784,407262784,388.39606,,,,,,,,
10823,67.79%,153784,405165632,386.39606,,,,,,,,
10824,67.80%,153785,407262784,388.39606,,,,,,,,
10825,67.81%,153785,409359936,390.39606,,,,,,,,
10826,67.81%,153785,407262784,388.39606,,,,,,,,
10827,67.82%,153785,405165632,386.39606,,,,,,,,
10828,67.83%,153786,407262784,388.39606,,,,,,,,
10829,67.83%,153786,409359936,390.39606,,,,,,,,
10830,67.84%,153787,411457088,392.39606,,,,,,,,
10831,67.84%,153787,413554240,394.39606,,,,,,,,
10832,67.85%,153787,411457088,392.39606,,,,,,,,
10833,67.86%,153788,413554240,394.39606,,,,,,,,
10834,67.86%,153788,415651392,396.39606,,,,,,,,
10835,67.87%,153788,413554240,394.39606,,,,,,,,
10836,67.88%,153789,411457088,392.39606,,,,,,,,
10837,67.88%,153790,413554240,394.39606,,,,,,,,
10838,67.89%,153790,415651392,396.39606,,,,,,,,
10839,67.89%,153790,413554240,394.39606,,,,,,,,
10840,67.90%,153790,411457088,392.39606,,,,,,,,
10841,67.91%,153791,413554240,394.39606,,,,,,,,
10842,67.91%,153791,415651392,396.39606,,,,,,,,
10843,67.92%,153792,417748544,398.39606,,,,,,,,
10844,67.93%,153792,415651392,396.39606,,,,,,,,
10845,67.93%,153792,413554240,394.39606,,,,,,,,
10846,67.94%,153797,411457088,392.39606,,,,,,,,
10847,67.94%,153797,409359936,390.39606,,,,,,,,
10848,67.95%,153798,411457088,392.39606,,,,,,,,
10849,67.96%,153799,413554240,394.39606,,,,,,,,
10850,67.96%,153799,411457088,392.39606,,,,,,,,
10851,67.97%,153799,409359936,390.39606,,,,,,,,
10852,67.98%,153799,407262784,388.39606,,,,,,,,
10853,67.98%,153799,405165632,386.39606,,,,,,,,
10854,67.99%,153801,407262784,388.39606,,,,,,,,
10855,67.99%,153801,409359936,390.39606,,,,,,,,
10856,68.00%,153802,411457088,392.39606,,,,,,,,
10857,68.01%,153802,413554240,394.39606,,,,,,,,
10858,68.01%,153802,411457088,392.39606,,,,,,,,
10859,68.02%,153803,409359936,390.39606,,,,,,,,
10860,68.03%,153803,407262784,388.39606,,,,,,,,
10861,68.03%,153803,405165632,386.39606,,,,,,,,
10862,68.04%,153804,404117056,385.39606,,,,,,,,
10863,68.04%,153804,403068480,384.39606,,,,,,,,
10864,68.05%,153804,402019904,383.39606,,,,,,,,
10865,68.06%,153804,400971328,382.39606,,,,,,,,
10866,68.06%,153804,399922752,381.39606,,,,,,,,
10867,68.07%,153804,398874176,380.39606,,,,,,,,
10868,68.08%,153804,397825600,379.39606,,,,,,,,
10869,68.08%,153804,396777024,378.39606,,,,,,,,
10870,68.09%,153804,394679872,376.39606,,,,,,,,
10871,68.09%,153804,392582720,374.39606,,,,,,,,
10872,68.10%,153806,393631296,375.39606,,,,,,,,
10873,68.11%,153806,394679872,376.39606,,,,,,,,
10874,68.11%,153807,395728448,377.39606,,,,,,,,
10875,68.12%,153807,396777024,378.39606,,,,,,,,
10876,68.13%,153807,395728448,377.39606,,,,,,,,
10877,68.13%,153808,396777024,378.39606,,,,,,,,
10878,68.14%,153808,397825600,379.39606,,,,,,,,
10879,68.15%,153808,396777024,378.39606,,,,,,,,
10880,68.15%,153808,395728448,377.39606,,,,,,,,
10881,68.16%,153809,396777024,378.39606,,,,,,,,
10882,68.16%,153810,397825600,379.39606,,,,,,,,
10883,68.17%,153810,396777024,378.39606,,,,,,,,
10884,68.18%,153810,395728448,377.39606,,,,,,,,
10885,68.18%,153811,396777024,378.39606,,,,,,,,
10886,68.19%,153811,397825600,379.39606,,,,,,,,
10887,68.20%,153812,398874176,380.39606,,,,,,,,
10888,68.20%,153812,397825600,379.39606,,,,,,,,
10889,68.21%,153812,396777024,378.39606,,,,,,,,
10890,68.21%,153814,395728448,377.39606,,,,,,,,
10891,68.22%,153814,394679872,376.39606,,,,,,,,
10892,68.23%,153814,395728448,377.39606,,,,,,,,
10893,68.23%,153814,396777024,378.39606,,,,,,,,
10894,68.24%,153814,395728448,377.39606,,,,,,,,
10895,68.25%,153815,394679872,376.39606,,,,,,,,
10896,68.25%,153816,395728448,377.39606,,,,,,,,
10897,68.26%,153816,396777024,378.39606,,,,,,,,
10898,68.26%,153816,397825600,379.39606,,,,,,,,
10899,68.27%,153817,398874176,380.39606,,,,,,,,
10900,68.28%,153817,397825600,379.39606,,,,,,,,
10901,68.28%,153817,398874176,380.39606,,,,,,,,
10902,68.29%,153818,399922752,381.39606,,,,,,,,
10903,68.30%,153818,398874176,380.39606,,,,,,,,
10904,68.30%,153818,397825600,379.39606,,,,,,,,
10905,68.31%,153819,398874176,380.39606,,,,,,,,
10906,68.31%,153819,399922752,381.39606,,,,,,,,
10907,68.32%,153819,398874176,380.39606,,,,,,,,
10908,68.33%,153820,397825600,379.39606,,,,,,,,
10909,68.33%,153820,398874176,380.39606,,,,,,,,
10910,68.34%,153821,399922752,381.39606,,,,,,,,
10911,68.35%,153821,400971328,382.39606,,,,,,,,
10912,68.35%,153821,399922752,381.39606,,,,,,,,
10913,68.36%,153821,398874176,380.39606,,,,,,,,
10914,68.36%,153824,397825600,379.39606,,,,,,,,
10915,68.37%,153824,396777024,378.39606,,,,,,,,
10916,68.38%,153825,397825600,379.39606,,,,,,,,
10917,68.38%,153825,398874176,380.39606,,,,,,,,
10918,68.39%,153825,397825600,379.39606,,,,,,,,
10919,68.40%,153825,396777024,378.39606,,,,,,,,
10920,68.40%,153826,395728448,377.39606,,,,,,,,
10921,68.41%,153826,394679872,376.39606,,,,,,,,
10922,68.41%,153826,395728448,377.39606,,,,,,,,
10923,68.42%,153827,396777024,378.39606,,,,,,,,
10924,68.43%,153827,397825600,379.39606,,,,,,,,
10925,68.43%,153828,398874176,380.39606,,,,,,,,
10926,68.44%,153828,397825600,379.39606,,,,,,,,
10927,68.45%,153828,396777024,378.39606,,,,,,,,
10928,68.45%,153829,395728448,377.39606,,,,,,,,
10929,68.46%,153829,394679872,376.39606,,,,,,,,
10930,68.46%,153829,394155584,375.89606,,,,,,,,
10931,68.47%,153829,393631296,375.39606,,,,,,,,
10932,68.48%,153829,393107008,374.89606,,,,,,,,
10933,68.48%,153829,392582720,374.39606,,,,,,,,
10934,68.49%,153829,392058432,373.89606,,,,,,,,
10935,68.50%,153829,391534144,373.39606,,,,,,,,
10936,68.50%,153829,391009856,372.89606,,,,,,,,
10937,68.51%,153829,390485568,372.39606,,,,,,,,
10938,68.51%,153829,389436992,371.39606,,,,,,,,
10939,68.52%,153829,388388416,370.39606,,,,,,,,
10940,68.53%,153830,388912704,370.89606,,,,,,,,
10941,68.53%,153830,389436992,371.39606,,,,,,,,
10942,68.54%,153830,389961280,371.89606,,,,,,,,
10943,68.55%,153830,390485568,372.39606,,,,,,,,
10944,68.55%,153830,389961280,371.89606,,,,,,,,
10945,68.56%,153830,390485568,372.39606,,,,,,,,
10946,68.56%,153830,391009856,372.89606,,,,,,,,
10947,68.57%,153830,390485568,372.39606,,,,,,,,
10948,68.58%,153830,389961280,371.89606,,,,,,,,
10949,68.58%,153830,390485568,372.39606,,,,,,,,
10950,68.59%,153830,391009856,372.89606,,,,,,,,
10951,68.60%,153830,390485568,372.39606,,,,,,,,
10952,68.60%,153831,389961280,371.89606,,,,,,,,
10953,68.61%,153831,390485568,372.39606,,,,,,,,
10954,68.61%,153831,391009856,372.89606,,,,,,,,
10955,68.62%,153831,391534144,373.39606,,,,,,,,
10956,68.63%,153831,391009856,372.89606,,,,,,,,
10957,68.63%,153831,390485568,372.39606,,,,,,,,
10958,68.64%,153833,389961280,371.89606,,,,,,,,
10959,68.65%,153833,389436992,371.39606,,,,,,,,
10960,68.65%,153833,389961280,371.89606,,,,,,,,
10961,68.66%,153833,390485568,372.39606,,,,,,,,
10962,68.67%,153833,389961280,371.89606,,,,,,,,
10963,68.67%,153833,389436992,371.39606,,,,,,,,
10964,68.68%,153833,389961280,371.89606,,,,,,,,
10965,68.68%,153834,390485568,372.39606,,,,,,,,
10966,68.69%,153834,391009856,372.89606,,,,,,,,
10967,68.70%,153834,391534144,373.39606,,,,,,,,
10968,68.70%,153834,391009856,372.89606,,,,,,,,
10969,68.71%,153834,391534144,373.39606,,,,,,,,
10970,68.72%,153834,392058432,373.89606,,,,,,,,
10971,68.72%,153834,391534144,373.39606,,,,,,,,
10972,68.73%,153834,391009856,372.89606,,,,,,,,
10973,68.73%,153834,391534144,373.39606,,,,,,,,
10974,68.74%,153834,392058432,373.89606,,,,,,,,
10975,68.75%,153834,391534144,373.39606,,,,,,,,
10976,68.75%,153834,391009856,372.89606,,,,,,,,
10977,68.76%,153834,391534144,373.39606,,,,,,,,
10978,68.77%,153834,392058432,373.89606,,,,,,,,
10979,68.77%,153834,392582720,374.39606,,,,,,,,
10980,68.78%,153834,392058432,373.89606,,,,,,,,
10981,68.78%,153835,391534144,373.39606,,,,,,,,
10982,68.79%,153836,391009856,372.89606,,,,,,,,
10983,68.80%,153836,390485568,372.39606,,,,,,,,
10984,68.80%,153836,391009856,372.89606,,,,,,,,
10985,68.81%,153836,391534144,373.39606,,,,,,,,
10986,68.82%,153836,391009856,372.89606,,,,,,,,
10987,68.82%,153836,390485568,372.39606,,,,,,,,
10988,68.83%,153836,389961280,371.89606,,,,,,,,
10989,68.83%,153836,389436992,371.39606,,,,,,,,
10990,68.84%,153836,389961280,371.89606,,,,,,,,
10991,68.85%,153836,390485568,372.39606,,,,,,,,
10992,68.85%,153836,391009856,372.89606,,,,,,,,
10993,68.86%,153837,391534144,373.39606,,,,,,,,
10994,68.87%,153837,391009856,372.89606,,,,,,,,
10995,68.87%,153837,390485568,372.39606,,,,,,,,
10996,68.88%,153837,389961280,371.89606,,,,,,,,
10997,68.88%,153837,389436992,371.39606,,,,,,,,
10998,68.89%,153837,389174848,371.14606,,,,,,,,
10999,68.90%,153837,388912704,370.89606,,,,,,,,
11000,68.90%,153837,388650560,370.64606,,,,,,,,
11001,68.91%,153837,388388416,370.39606,,,,,,,,
11002,68.92%,153837,388126272,370.14606,,,,,,,,
11003,68.92%,153837,387864128,369.89606,,,,,,,,
11004,68.93%,153837,387601984,369.64606,,,,,,,,
11005,68.93%,153837,387339840,369.39606,,,,,,,,
11006,68.94%,153837,386815552,368.89606,,,,,,,,
11007,68.95%,153837,386291264,368.39606,,,,,,,,
11008,68.95%,153838,386553408,368.64606,,,,,,,,
11009,68.96%,153838,386815552,368.89606,,,,,,,,
11010,68.97%,153838,387077696,369.14606,,,,,,,,
11011,68.97%,153838,387339840,369.39606,,,,,,,,
11012,68.98%,153838,387077696,369.14606,,,,,,,,
11013,68.98%,153838,387339840,369.39606,,,,,,,,
11014,68.99%,153838,387601984,369.64606,,,,,,,,
11015,69.00%,153838,387339840,369.39606,,,,,,,,
11016,69.00%,153838,387077696,369.14606,,,,,,,,
11017,69.01%,153838,387339840,369.39606,,,,,,,,
11018,69.02%,153838,387601984,369.64606,,,,,,,,
11019,69.02%,153838,387339840,369.39606,,,,,,,,
11020,69.03%,153838,387077696,369.14606,,,,,,,,
11021,69.03%,153838,387339840,369.39606,,,,,,,,
11022,69.04%,153838,387601984,369.64606,,,,,,,,
11023,69.05%,153838,387864128,369.89606,,,,,,,,
11024,69.05%,153838,387601984,369.64606,,,,,,,,
11025,69.06%,153838,387339840,369.39606,,,,,,,,
11026,69.07%,153839,387077696,369.14606,,,,,,,,
11027,69.07%,153839,386815552,368.89606,,,,,,,,
11028,69.08%,153839,387077696,369.14606,,,,,,,,
11029,69.08%,153840,387339840,369.39606,,,,,,,,
11030,69.09%,153840,387077696,369.14606,,,,,,,,
11031,69.10%,153840,386815552,368.89606,,,,,,,,
11032,69.10%,153840,387077696,369.14606,,,,,,,,
11033,69.11%,153840,387339840,369.39606,,,,,,,,
11034,69.12%,153840,387601984,369.64606,,,,,,,,
11035,69.12%,153840,387864128,369.89606,,,,,,,,
11036,69.13%,153840,387601984,369.64606,,,,,,,,
11037,69.13%,153840,387864128,369.89606,,,,,,,,
11038,69.14%,153840,388126272,370.14606,,,,,,,,
11039,69.15%,153840,387864128,369.89606,,,,,,,,
11040,69.15%,153840,387601984,369.64606,,,,,,,,
11041,69.16%,153840,387864128,369.89606,,,,,,,,
11042,69.17%,153840,388126272,370.14606,,,,,,,,
11043,69.17%,153840,387864128,369.89606,,,,,,,,
11044,69.18%,153840,387601984,369.64606,,,,,,,,
11045,69.18%,153840,387864128,369.89606,,,,,,,,
11046,69.19%,153840,388126272,370.14606,,,,,,,,
11047,69.20%,153840,388388416,370.39606,,,,,,,,
11048,69.20%,153841,388126272,370.14606,,,,,,,,
11049,69.21%,153841,387864128,369.89606,,,,,,,,
11050,69.22%,153842,387601984,369.64606,,,,,,,,
11051,69.22%,153842,387339840,369.39606,,,,,,,,
11052,69.23%,153842,387601984,369.64606,,,,,,,,
11053,69.24%,153842,387864128,369.89606,,,,,,,,
11054,69.24%,153842,387601984,369.64606,,,,,,,,
11055,69.25%,153842,387339840,369.39606,,,,,,,,
11056,69.25%,153842,387077696,369.14606,,,,,,,,
11057,69.26%,153842,386815552,368.89606,,,,,,,,
11058,69.27%,153842,387077696,369.14606,,,,,,,,
11059,69.27%,153842,387339840,369.39606,,,,,,,,
11060,69.28%,153842,387601984,369.64606,,,,,,,,
11061,69.29%,153842,387864128,369.89606,,,,,,,,
11062,69.29%,153842,387601984,369.64606,,,,,,,,
11063,69.30%,153842,387339840,369.39606,,,,,,,,
11064,69.30%,153842,387077696,369.14606,,,,,,,,
11065,69.31%,153842,386815552,368.89606,,,,,,,,
11066,69.32%,153842,386684480,368.77106,,,,,,,,
11067,69.32%,153842,386553408,368.64606,,,,,,,,
11068,69.33%,153842,386422336,368.52106,,,,,,,,
11069,69.34%,153842,386291264,368.39606,,,,,,,,
11070,69.34%,153842,386160192,368.27106,,,,,,,,
11071,69.35%,153842,386029120,368.14606,,,,,,,,
11072,69.35%,153842,385898048,368.02106,,,,,,,,
11073,69.36%,153842,385766976,367.89606,,,,,,,,
11074,69.37%,153842,385504832,367.64606,,,,,,,,
11075,69.37%,153842,385242688,367.39606,,,,,,,,
11076,69.38%,153842,385373760,367.52106,,,,,,,,
11077,69.39%,153842,385504832,367.64606,,,,,,,,
11078,69.39%,153842,385635904,367.77106,,,,,,,,
11079,69.40%,153842,385766976,367.89606,,,,,,,,
11080,69.40%,153842,385635904,367.77106,,,,,,,,
11081,69.41%,153842,385766976,367.89606,,,,,,,,
11082,69.42%,153842,385898048,368.02106,,,,,,,,
11083,69.42%,153842,385766976,367.89606,,,,,,,,
11084,69.43%,153842,385635904,367.77106,,,,,,,,
11085,69.44%,153842,385766976,367.89606,,,,,,,,
11086,69.44%,153842,385898048,368.02106,,,,,,,,
11087,69.45%,153842,385766976,367.89606,,,,,,,,
11088,69.45%,153842,385635904,367.77106,,,,,,,,
11089,69.46%,153842,385766976,367.89606,,,,,,,,
11090,69.47%,153842,385898048,368.02106,,,,,,,,
11091,69.47%,153842,386029120,368.14606,,,,,,,,
11092,69.48%,153842,385898048,368.02106,,,,,,,,
11093,69.49%,153842,385766976,367.89606,,,,,,,,
11094,69.49%,153843,385635904,367.77106,,,,,,,,
11095,69.50%,153843,385504832,367.64606,,,,,,,,
11096,69.50%,153843,385635904,367.77106,,,,,,,,
11097,69.51%,153843,385766976,367.89606,,,,,,,,
11098,69.52%,153843,385635904,367.77106,,,,,,,,
11099,69.52%,153843,385504832,367.64606,,,,,,,,
11100,69.53%,153843,385635904,367.77106,,,,,,,,
11101,69.54%,153843,385766976,367.89606,,,,,,,,
11102,69.54%,153843,385898048,368.02106,,,,,,,,
11103,69.55%,153843,386029120,368.14606,,,,,,,,
11104,69.55%,153843,385898048,368.02106,,,,,,,,
11105,69.56%,153843,386029120,368.14606,,,,,,,,
11106,69.57%,153843,386160192,368.27106,,,,,,,,
11107,69.57%,153843,386029120,368.14606,,,,,,,,
11108,69.58%,153844,385898048,368.02106,,,,,,,,
11109,69.59%,153844,386029120,368.14606,,,,,,,,
11110,69.59%,153844,386160192,368.27106,,,,,,,,
11111,69.60%,153844,386029120,368.14606,,,,,,,,
11112,69.60%,153844,385898048,368.02106,,,,,,,,
11113,69.61%,153844,386029120,368.14606,,,,,,,,
11114,69.62%,153844,386160192,368.27106,,,,,,,,
11115,69.62%,153844,386291264,368.39606,,,,,,,,
11116,69.63%,153844,386160192,368.27106,,,,,,,,
11117,69.64%,153844,386029120,368.14606,,,,,,,,
11118,69.64%,153845,385898048,368.02106,,,,,,,,
11119,69.65%,153845,385766976,367.89606,,,,,,,,
11120,69.65%,153845,385898048,368.02106,,,,,,,,
11121,69.66%,153845,386029120,368.14606,,,,,,,,
11122,69.67%,153845,385898048,368.02106,,,,,,,,
11123,69.67%,153845,385766976,367.89606,,,,,,,,
11124,69.68%,153845,385635904,367.77106,,,,,,,,
11125,69.69%,153845,385504832,367.64606,,,,,,,,
11126,69.69%,153845,385635904,367.77106,,,,,,,,
11127,69.70%,153845,385766976,367.89606,,,,,,,,
11128,69.70%,153845,385898048,368.02106,,,,,,,,
11129,69.71%,153845,386029120,368.14606,,,,,,,,
11130,69.72%,153845,385898048,368.02106,,,,,,,,
11131,69.72%,153845,385766976,367.89606,,,,,,,,
11132,69.73%,153845,385635904,367.77106,,,,,,,,
11133,69.74%,153845,385504832,367.64606,,,,,,,,
11134,69.74%,153845,385439296,367.58356,,,,,,,,
11135,69.75%,153845,385373760,367.52106,,,,,,,,
11136,69.76%,153845,385308224,367.45856,,,,,,,,
11137,69.76%,153845,385242688,367.39606,,,,,,,,
11138,69.77%,153845,385177152,367.33356,,,,,,,,
11139,69.77%,153845,385111616,367.27106,,,,,,,,
11140,69.78%,153845,385046080,367.20856,,,,,,,,
11141,69.79%,153845,384980544,367.14606,,,,,,,,
11142,69.79%,153845,384849472,367.02106,,,,,,,,
11143,69.80%,153845,384718400,366.89606,,,,,,,,
11144,69.81%,153845,384652864,366.83356,,,,,,,,
11145,69.81%,153845,384587328,366.77106,,,,,,,,
11146,69.82%,153845,384521792,366.70856,,,,,,,,
11147,69.82%,153846,384456256,366.64606,,,,,,,,
11148,69.83%,153847,384390720,366.58356,,,,,,,,
11149,69.84%,153847,384325184,366.52106,,,,,,,,
11150,69.84%,153848,384259648,366.45856,,,,,,,,
11151,69.85%,153849,384194112,366.39606,,,,,,,,
11152,69.86%,153849,384325184,366.52106,,,,,,,,
11153,69.86%,153849,384456256,366.64606,,,,,,,,
11154,69.87%,153849,384587328,366.77106,,,,,,,,
11155,69.87%,153849,384718400,366.89606,,,,,,,,
11156,69.88%,153849,384849472,367.02106,,,,,,,,
11157,69.89%,153849,384980544,367.14606,,,,,,,,
11158,69.89%,153849,384849472,367.02106,,,,,,,,
11159,69.90%,153849,384718400,366.89606,,,,,,,,
11160,69.91%,153849,384587328,366.77106,,,,,,,,
11161,69.91%,153849,384456256,366.64606,,,,,,,,
11162,69.92%,153849,384325184,366.52106,,,,,,,,
11163,69.92%,153849,384194112,366.39606,,,,,,,,
11164,69.93%,153849,379999808,362.39606,,,,,,,,
11165,69.94%,153850,375805504,358.39606,,,,,,,,
11166,69.94%,153851,371611200,354.39606,,,,,,,,
11167,69.95%,153852,367416896,350.39606,,,,,,,,
11168,69.96%,153853,367285824,350.27106,,,,,,,,
11169,69.96%,153854,367154752,350.14606,,,,,,,,
11170,69.97%,153854,362960448,346.14606,,,,,,,,
11171,69.97%,153855,362829376,346.02106,,,,,,,,
11172,69.98%,153855,358635072,342.02106,,,,,,,,
