Op Number,Percent Completion (Old),Time (ms),Old (bytes),Initial,Time (ms),Iterator (bytes),Percent Completion (Iterator),Iterator Ops,Time (ms),Percent Completion (8bit),New (bytes),uint8_t Buffers
1588,9.94%,18377,394024512,375.77106,14898,594302528,37%,566.77106,11449,37%,327680896,312.50085
1589,9.95%,18377,396121664,377.77106,14898,595351104,37%,567.77106,11449,37%,327943040,312.75085
1590,9.95%,18377,398218816,379.77106,14899,596399680,37%,568.77106,11579,37%,328205184,313.00085
1591,9.96%,18378,400315968,381.77106,14899,613176896,37%,584.77106,11579,37%,328467328,313.25085
1592,9.97%,18378,398218816,379.77106,14899,629954112,37%,600.77106,11579,37%,328729472,313.50085
1593,9.97%,18378,396121664,377.77106,14974,613176896,37%,584.77106,11580,37%,328991616,313.75085
1594,9.98%,18379,394024512,375.77106,14975,596399680,38%,568.77106,11580,37%,329253760,314.00085
1595,9.99%,18379,391927360,373.77106,14978,613176896,38%,584.77106,11584,37%,328991616,313.75085
1596,9.99%,50583,389830208,371.77106,14978,629954112,38%,600.77106,11584,37%,328729472,313.50085
1597,10.00%,50588,387733056,369.77106,15041,613176896,38%,584.77106,11584,37%,328467328,313.25085
1598,10.00%,50589,391927360,373.77106,15044,596399680,38%,568.77106,11584,37%,328205184,313.00085
1599,10.01%,50589,396121664,377.77106,15047,604788288,38%,576.77106,11584,37%,327943040,312.75085
1600,10.02%,50589,391927360,373.77106,15047,613176896,38%,584.77106,11584,37%,327680896,312.50085
1601,10.02%,50589,396121664,377.77106,15075,604788288,38%,576.77106,11584,37%,327418752,312.25085
1602,10.03%,50589,400315968,381.77106,15076,596399680,38%,568.77106,11584,37%,327156608,312.00085
1603,10.04%,50589,396121664,377.77106,15077,604788288,38%,576.77106,11584,37%,325976960,310.87585
1604,10.04%,50590,391927360,373.77106,15078,613176896,38%,584.77106,11585,37%,324797312,309.75085
1605,10.05%,50591,396121664,377.77106,15102,604788288,38%,576.77106,11585,37%,324666240,309.62585
1606,10.05%,50591,400315968,381.77106,15103,596399680,38%,568.77106,11585,38%,324535168,309.50085
1607,10.06%,50591,396121664,377.77106,15104,600593984,38%,572.77106,11586,38%,325583744,310.50085
1608,10.07%,50591,391927360,373.77106,15105,604788288,38%,576.77106,11586,38%,326632320,311.50085
1609,10.07%,50592,396121664,377.77106,15125,600593984,38%,572.77106,11586,38%,335020928,319.50085
1610,10.08%,50592,400315968,381.77106,15126,596399680,38%,568.77106,11587,38%,343409536,327.50085
1611,10.09%,50592,404510272,385.77106,15127,600593984,38%,572.77106,11587,38%,344458112,328.50085
1612,10.09%,50592,400315968,381.77106,15127,604788288,38%,576.77106,11588,38%,345506688,329.50085
1613,10.10%,50592,396121664,377.77106,15144,600593984,38%,572.77106,11589,38%,344458112,328.50085
1614,10.10%,50598,391927360,373.77106,15145,596399680,38%,568.77106,11590,38%,352846720,336.50085
1615,10.11%,50598,387733056,369.77106,15146,598496832,38%,570.77106,11590,38%,353108864,336.75085
1616,10.12%,50599,383538752,365.77106,15146,600593984,38%,572.77106,11590,38%,353371008,337.00085
1617,10.12%,50599,379344448,361.77106,15162,598496832,38%,570.77106,11590,38%,361759616,345.00085
1618,10.13%,50600,377247296,359.77106,15162,596399680,38%,568.77106,11591,38%,370148224,353.00085
1619,10.14%,50601,375150144,357.77106,15163,598496832,38%,570.77106,11591,38%,378536832,361.00085
1620,10.14%,50602,373052992,355.77106,15163,600593984,38%,572.77106,11592,38%,386925440,369.00085
1621,10.15%,50603,370955840,353.77106,15173,598496832,38%,570.77106,11592,38%,387187584,369.25085
1622,10.15%,50604,368858688,351.77106,15173,596399680,38%,568.77106,11592,38%,387449728,369.50085
1623,10.16%,50605,366761536,349.77106,15174,597448256,38%,569.77106,11592,38%,391644032,373.50085
1624,10.17%,50606,367810112,350.77106,15174,598496832,38%,570.77106,11593,38%,395838336,377.50085
1625,10.17%,50606,368858688,351.77106,15187,597448256,38%,569.77106,11619,38%,391644032,373.50085
1626,10.18%,50607,369907264,352.77106,15188,596399680,38%,568.77106,11620,38%,387449728,369.50085
1627,10.19%,50607,370955840,353.77106,15188,597448256,38%,569.77106,11621,38%,391644032,373.50085
1628,10.19%,50607,369907264,352.77106,15188,598496832,38%,570.77106,11621,38%,395838336,377.50085
1629,10.20%,50608,368858688,351.77106,15198,597448256,38%,569.77106,11635,38%,391644032,373.50085
1630,10.20%,50608,369907264,352.77106,15198,596399680,38%,568.77106,11635,38%,387449728,369.50085
1631,10.21%,50609,370955840,353.77106,15199,595351104,38%,567.77106,11636,38%,389546880,371.50085
1632,10.22%,50609,372004416,354.77106,15201,594302528,38%,566.77106,11637,38%,391644032,373.50085
1633,10.22%,50610,373052992,355.77106,15204,560748096,38%,534.77106,11645,38%,389546880,371.50085
1634,10.23%,50610,406607424,387.77106,15207,527193664,38%,502.77106,11645,38%,387449728,369.50085
1635,10.24%,50611,440161856,419.77106,15213,493639232,38%,470.77106,11646,38%,389546880,371.50085
1636,10.24%,50611,441210432,420.77106,15221,460084800,38%,438.77106,11646,38%,391644032,373.50085
1637,10.25%,50612,442259008,421.77106,15227,459036224,39%,437.77106,11654,38%,389546880,371.50085
1638,10.25%,50616,443307584,422.77106,15233,457987648,39%,436.77106,11654,38%,387449728,369.50085
1639,10.26%,50617,444356160,423.77106,15238,424433216,39%,404.77106,11654,38%,388498304,370.50085
1640,10.27%,50617,445404736,424.77106,15239,423384640,39%,403.77106,11655,38%,389546880,371.50085
1641,10.27%,50617,444356160,423.77106,15245,389830208,39%,371.77106,11662,38%,388498304,370.50085
1642,10.28%,50617,443307584,422.77106,15250,356275776,39%,339.77106,11662,38%,387449728,369.50085
1643,10.29%,50617,442259008,421.77106,15253,355227200,39%,338.77106,11663,38%,388498304,370.50085
1644,10.29%,50618,441210432,420.77106,15259,354178624,39%,337.77106,11663,38%,389546880,371.50085
1645,10.30%,50619,474764864,452.77106,15262,355227200,39%,338.77106,11669,38%,388498304,370.50085
1646,10.31%,50619,508319296,484.77106,15263,356275776,39%,339.77106,11669,38%,387449728,369.50085
1647,10.31%,50620,541873728,516.77106,15263,357324352,39%,340.77106,11669,38%,387974016,370.00085
1648,10.32%,50620,575428160,548.77106,15264,358372928,39%,341.77106,11669,38%,388498304,370.50085
1649,10.32%,50620,608982592,580.77106,15264,359421504,39%,342.77106,11673,39%,387974016,370.00085
1650,10.33%,50621,642537024,612.77106,15265,360470080,39%,343.77106,11673,39%,387449728,369.50085
1651,10.34%,50621,608982592,580.77106,15265,361518656,39%,344.77106,11673,39%,387974016,370.00085
1652,10.34%,50628,575428160,548.77106,15266,362567232,39%,345.77106,11673,39%,388498304,370.50085
1653,10.35%,50631,541873728,516.77106,15266,361518656,39%,344.77106,11678,39%,387974016,370.00085
1654,10.36%,50639,508319296,484.77106,15267,362567232,39%,345.77106,11678,39%,387449728,369.50085
1655,10.36%,50647,474764864,452.77106,15267,363615808,39%,346.77106,11678,39%,387711872,369.75085
1656,10.37%,50656,441210432,420.77106,15268,364664384,39%,347.77106,11678,39%,387974016,370.00085
1657,10.37%,50672,474764864,452.77106,15268,365712960,39%,348.77106,11682,39%,387711872,369.75085
1658,10.38%,50678,475813440,453.77106,15268,366761536,39%,349.77106,11682,39%,387449728,369.50085
1659,10.39%,50678,476862016,454.77106,15269,367810112,39%,350.77106,11682,39%,387711872,369.75085
1660,10.39%,50679,510416448,486.77106,15271,366761536,39%,349.77106,11682,39%,387974016,370.00085
1661,10.40%,50679,543970880,518.77106,15271,365712960,39%,348.77106,11687,39%,387711872,369.75085
1662,10.41%,50680,577525312,550.77106,15272,366761536,39%,349.77106,11687,39%,387449728,369.50085
1663,10.41%,50680,611079744,582.77106,15272,367810112,39%,350.77106,11687,39%,387187584,369.25085
1664,10.42%,50680,577525312,550.77106,15275,366761536,39%,349.77106,11688,39%,386925440,369.00085
1665,10.42%,50690,543970880,518.77106,15275,365712960,39%,348.77106,11688,39%,378536832,361.00085
1666,10.43%,50704,577525312,550.77106,15276,364664384,39%,347.77106,11690,39%,370148224,353.00085
1667,10.44%,50705,611079744,582.77106,15276,363615808,39%,346.77106,11692,39%,361759616,345.00085
1668,10.44%,50705,644634176,614.77106,15276,362567232,39%,345.77106,11694,39%,353371008,337.00085
1669,10.45%,50705,678188608,646.77106,15277,361518656,39%,344.77106,11696,39%,353108864,336.75085
1670,10.46%,50705,644634176,614.77106,15277,360470080,39%,343.77106,11696,39%,352846720,336.50085
1671,10.46%,50712,611079744,582.77106,15277,359421504,39%,342.77106,11696,39%,344458112,328.50085
1672,10.47%,50726,627856960,598.77106,15278,358372928,39%,341.77106,11698,39%,343409536,327.50085
1673,10.47%,50726,644634176,614.77106,15278,357324352,39%,340.77106,11700,39%,335020928,319.50085
1674,10.48%,50727,661411392,630.77106,15278,356275776,39%,339.77106,11701,39%,326632320,311.50085
1675,10.49%,50727,678188608,646.77106,15279,355227200,39%,338.77106,11702,39%,325583744,310.50085
1676,10.49%,50728,694965824,662.77106,15279,354178624,39%,337.77106,11703,39%,324535168,309.50085
1677,10.50%,50728,711743040,678.77106,15280,354440768,39%,338.02106,11704,39%,325583744,310.50085
1678,10.51%,50728,728520256,694.77106,15280,354702912,39%,338.27106,11704,39%,326632320,311.50085
1679,10.51%,50729,745297472,710.77106,15280,354702912,40%,338.27106,11705,39%,327680896,312.50085
1680,10.52%,50729,762074688,726.77106,15280,354702912,40%,338.27106,11705,39%,328729472,313.50085
1681,10.52%,50730,778851904,742.77106,15280,357062208,40%,340.52106,11705,39%,328991616,313.75085
1682,10.53%,50730,795629120,758.77106,15280,359421504,40%,342.77106,11705,39%,329253760,314.00085
1683,10.54%,50730,812406336,774.77106,15281,359683648,40%,343.02106,11705,39%,329515904,314.25085
1684,10.54%,50730,795629120,758.77106,15281,359945792,40%,343.27106,11705,39%,329778048,314.50085
1685,10.55%,50749,812406336,774.77106,15281,360207936,40%,343.52106,11706,39%,329515904,314.25085
1686,10.56%,50751,829183552,790.77106,15541,360470080,40%,343.77106,11707,39%,330564480,315.25085
1687,10.56%,50751,812406336,774.77106,15541,360732224,40%,344.02106,11707,39%,331613056,316.25085
1688,10.57%,50754,795629120,758.77106,15541,360994368,40%,344.27106,11707,39%,332661632,317.25085
1689,10.57%,50758,812406336,774.77106,15541,361256512,40%,344.52106,11708,39%,333710208,318.25085
1690,10.58%,50759,829183552,790.77106,15541,361518656,40%,344.77106,11710,39%,332661632,317.25085
1691,10.59%,50759,812406336,774.77106,15548,361256512,40%,344.52106,11710,39%,331613056,316.25085
1692,10.59%,50762,795629120,758.77106,15548,360994368,40%,344.27106,11711,40%,330564480,315.25085
1693,10.60%,50767,812406336,774.77106,15548,360732224,40%,344.02106,11711,40%,329515904,314.25085
1694,10.61%,50767,829183552,790.77106,15548,360470080,40%,343.77106,11711,40%,329253760,314.00085
1695,10.61%,50767,845960768,806.77106,15548,360207936,40%,343.52106,11711,40%,328991616,313.75085
1696,10.62%,50767,829183552,790.77106,15549,359945792,40%,343.27106,11711,40%,328729472,313.50085
1697,10.62%,50772,812406336,774.77106,15549,359683648,40%,343.02106,11711,40%,327680896,312.50085
1698,10.63%,50797,795629120,758.77106,15549,359421504,40%,342.77106,11712,40%,326632320,311.50085
1699,10.64%,50797,778851904,742.77106,15549,357062208,40%,340.52106,11712,40%,325583744,310.50085
1700,10.64%,50800,795629120,758.77106,15549,354702912,40%,338.27106,11712,40%,324535168,309.50085
1701,10.65%,50800,812406336,774.77106,15550,354440768,40%,338.02106,11713,40%,324797312,309.75085
1702,10.66%,50800,795629120,758.77106,15550,354178624,40%,337.77106,11713,40%,325059456,310.00085
1703,10.66%,50800,778851904,742.77106,15550,354440768,40%,338.02106,11713,40%,325059456,310.00085
1704,10.67%,50803,795629120,758.77106,15550,354702912,40%,338.27106,11713,40%,325059456,310.00085
1705,10.67%,50805,812406336,774.77106,15550,354702912,40%,338.27106,11713,40%,327418752,312.25085
1706,10.68%,50807,829183552,790.77106,15550,354702912,40%,338.27106,11714,40%,329778048,314.50085
1707,10.69%,50808,845960768,806.77106,15550,357062208,40%,340.52106,11714,40%,330040192,314.75085
1708,10.69%,50808,829183552,790.77106,15551,359421504,40%,342.77106,11714,40%,330302336,315.00085
1709,10.70%,50814,845960768,806.77106,15551,359683648,40%,343.02106,11714,40%,330564480,315.25085
1710,10.71%,50816,862737984,822.77106,15551,359945792,40%,343.27106,11979,40%,330826624,315.50085
1711,10.71%,50816,845960768,806.77106,15551,360207936,40%,343.52106,11979,40%,331088768,315.75085
1712,10.72%,50817,829183552,790.77106,15816,360470080,40%,343.77106,11980,40%,331350912,316.00085
1713,10.72%,50822,845960768,806.77106,15817,360732224,40%,344.02106,11980,40%,331613056,316.25085
1714,10.73%,50824,862737984,822.77106,15817,360994368,40%,344.27106,11980,40%,331875200,316.50085
1715,10.74%,50824,845960768,806.77106,15817,361256512,40%,344.52106,11981,40%,331613056,316.25085
1716,10.74%,50825,829183552,790.77106,15817,361518656,40%,344.77106,11981,40%,331350912,316.00085
1717,10.75%,50829,845960768,806.77106,15818,361256512,40%,344.52106,11981,40%,331088768,315.75085
1718,10.76%,50832,862737984,822.77106,15818,360994368,40%,344.27106,11981,40%,330826624,315.50085
1719,10.76%,50832,879515200,838.77106,15818,360732224,40%,344.02106,11981,40%,330564480,315.25085
1720,10.77%,50832,862737984,822.77106,15818,360470080,40%,343.77106,11981,40%,330302336,315.00085
1721,10.77%,50834,845960768,806.77106,15818,360207936,40%,343.52106,11981,40%,330040192,314.75085
1722,10.78%,50867,829183552,790.77106,15819,359945792,41%,343.27106,11981,40%,329778048,314.50085
1723,10.79%,50868,812406336,774.77106,15819,359683648,41%,343.02106,11982,40%,327418752,312.25085
1724,10.79%,50871,829183552,790.77106,15819,359421504,41%,342.77106,11982,40%,325059456,310.00085
1725,10.80%,50871,845960768,806.77106,15819,357062208,41%,340.52106,11983,40%,324797312,309.75085
1726,10.81%,50871,829183552,790.77106,15820,354702912,41%,338.27106,11983,40%,324535168,309.50085
1727,10.81%,50872,812406336,774.77106,15820,354440768,41%,338.02106,11983,40%,324797312,309.75085
1728,10.82%,50874,795629120,758.77106,15820,354178624,41%,337.77106,11983,40%,325059456,310.00085
1729,10.83%,50877,778851904,742.77106,15820,354440768,41%,338.02106,11983,40%,325059456,310.00085
1730,10.83%,50882,795629120,758.77106,15820,354702912,41%,338.27106,11983,40%,325059456,310.00085
1731,10.84%,50883,812406336,774.77106,15820,354702912,41%,338.27106,11983,40%,327418752,312.25085
1732,10.84%,50883,829183552,790.77106,15820,354702912,41%,338.27106,11983,40%,329778048,314.50085
1733,10.85%,50883,845960768,806.77106,15820,357062208,41%,340.52106,11983,40%,330040192,314.75085
1734,10.86%,50883,829183552,790.77106,15821,359421504,41%,342.77106,11984,41%,330302336,315.00085
1735,10.86%,50888,812406336,774.77106,15821,359683648,41%,343.02106,11984,41%,330564480,315.25085
1736,10.87%,50891,795629120,758.77106,15821,359945792,41%,343.27106,12243,41%,330826624,315.50085
1737,10.88%,50895,778851904,742.77106,15821,360207936,41%,343.52106,12243,41%,331088768,315.75085
1738,10.88%,50899,770463296,734.77106,16086,360470080,41%,343.77106,12243,41%,331350912,316.00085
1739,10.89%,50899,762074688,726.77106,16087,360732224,41%,344.02106,12243,41%,331613056,316.25085
1740,10.89%,50899,753686080,718.77106,16087,360994368,41%,344.27106,12243,41%,331875200,316.50085
1741,10.90%,50899,745297472,710.77106,16087,361256512,41%,344.52106,12250,41%,331613056,316.25085
1742,10.91%,50899,736908864,702.77106,16087,361518656,41%,344.77106,12250,41%,331350912,316.00085
1743,10.91%,50899,728520256,694.77106,16088,361256512,41%,344.52106,12250,41%,331088768,315.75085
1744,10.92%,50899,720131648,686.77106,16088,360994368,41%,344.27106,12251,41%,330826624,315.50085
1745,10.93%,50899,711743040,678.77106,16088,360732224,41%,344.02106,12251,41%,330564480,315.25085
1746,10.93%,50899,694965824,662.77106,16088,360470080,41%,343.77106,12251,41%,330302336,315.00085
1747,10.94%,50902,678188608,646.77106,16088,360207936,41%,343.52106,12251,41%,330040192,314.75085
1748,10.94%,50906,686577216,654.77106,16088,359945792,41%,343.27106,12251,41%,329778048,314.50085
1749,10.95%,50906,694965824,662.77106,16088,359683648,41%,343.02106,12251,41%,327418752,312.25085
1750,10.96%,50907,703354432,670.77106,16088,359421504,41%,342.77106,12252,41%,325059456,310.00085
1751,10.96%,50907,711743040,678.77106,16089,357062208,41%,340.52106,12252,41%,324797312,309.75085
1752,10.97%,50907,703354432,670.77106,16089,354702912,41%,338.27106,12252,41%,324535168,309.50085
1753,10.98%,50908,711743040,678.77106,16090,354440768,41%,338.02106,12252,41%,324797312,309.75085
1754,10.98%,50909,720131648,686.77106,16090,354178624,41%,337.77106,12252,41%,325059456,310.00085
1755,10.99%,50909,711743040,678.77106,16090,354440768,41%,338.02106,12252,41%,325059456,310.00085
1756,10.99%,50911,703354432,670.77106,16090,354702912,41%,338.27106,12252,41%,325059456,310.00085
1757,11.00%,50916,711743040,678.77106,16090,354702912,41%,338.27106,12253,41%,327418752,312.25085
1758,11.01%,50919,720131648,686.77106,16090,354702912,41%,338.27106,12253,41%,329778048,314.50085
1759,11.01%,50919,711743040,678.77106,16090,357062208,41%,340.52106,12253,41%,330040192,314.75085
1760,11.02%,50922,703354432,670.77106,16090,359421504,41%,342.77106,12253,41%,330302336,315.00085
1761,11.03%,50928,711743040,678.77106,16091,359683648,41%,343.02106,12253,41%,330564480,315.25085
1762,11.03%,50929,720131648,686.77106,16091,359945792,41%,343.27106,12513,41%,330826624,315.50085
1763,11.04%,50930,728520256,694.77106,16091,360207936,41%,343.52106,12513,41%,331088768,315.75085
1764,11.04%,50930,720131648,686.77106,16356,360470080,42%,343.77106,12513,41%,331350912,316.00085
1765,11.05%,50930,711743040,678.77106,16356,360732224,42%,344.02106,12513,41%,331613056,316.25085
1766,11.06%,50952,703354432,670.77106,16356,360994368,42%,344.27106,12513,41%,331875200,316.50085
1767,11.06%,50953,694965824,662.77106,16356,361256512,42%,344.52106,12520,41%,331613056,316.25085
1768,11.07%,50954,703354432,670.77106,16356,361518656,42%,344.77106,12520,41%,331350912,316.00085
1769,11.08%,50954,711743040,678.77106,16357,361256512,42%,344.52106,12520,41%,331088768,315.75085
1770,11.08%,50954,703354432,670.77106,16358,360994368,42%,344.27106,12521,41%,330826624,315.50085
1771,11.09%,50956,694965824,662.77106,16358,360732224,42%,344.02106,12521,41%,330564480,315.25085
1772,11.09%,50959,703354432,670.77106,16358,360470080,42%,343.77106,12521,41%,330302336,315.00085
1773,11.10%,50960,711743040,678.77106,16358,360207936,42%,343.52106,12521,41%,330040192,314.75085
1774,11.11%,50961,720131648,686.77106,16358,359945792,42%,343.27106,12521,41%,329778048,314.50085
1775,11.11%,50961,728520256,694.77106,16358,359683648,42%,343.02106,12521,41%,327418752,312.25085
1776,11.12%,50961,720131648,686.77106,16358,359421504,42%,342.77106,12521,41%,325059456,310.00085
1777,11.13%,50964,728520256,694.77106,16358,357062208,42%,340.52106,12522,42%,324797312,309.75085
1778,11.13%,50964,736908864,702.77106,16359,354702912,42%,338.27106,12522,42%,324535168,309.50085
1779,11.14%,50964,728520256,694.77106,16359,354440768,42%,338.02106,12522,42%,324797312,309.75085
1780,11.14%,50965,720131648,686.77106,16359,354178624,42%,337.77106,12522,42%,325059456,310.00085
1781,11.15%,50968,728520256,694.77106,16360,355227200,42%,338.77106,12522,42%,325059456,310.00085
1782,11.16%,50968,736908864,702.77106,16360,356275776,42%,339.77106,12522,42%,325059456,310.00085
1783,11.16%,50968,728520256,694.77106,16361,389830208,42%,371.77106,12522,42%,327418752,312.25085
1784,11.17%,50971,720131648,686.77106,16361,423384640,42%,403.77106,12523,42%,329778048,314.50085
1785,11.18%,50973,728520256,694.77106,16362,424433216,42%,404.77106,12523,42%,330040192,314.75085
1786,11.18%,50974,736908864,702.77106,16363,425481792,42%,405.77106,12523,42%,330302336,315.00085
1787,11.19%,50975,745297472,710.77106,16364,424433216,42%,404.77106,12523,42%,330564480,315.25085
1788,11.19%,50975,736908864,702.77106,16365,457987648,42%,436.77106,12782,42%,330826624,315.50085
1789,11.20%,50976,728520256,694.77106,16365,459036224,42%,437.77106,12782,42%,331088768,315.75085
1790,11.21%,50988,720131648,686.77106,16366,460084800,42%,438.77106,12783,42%,331350912,316.00085
1791,11.21%,50988,711743040,678.77106,16366,493639232,42%,470.77106,12783,42%,331613056,316.25085
1792,11.22%,50990,720131648,686.77106,16367,527193664,42%,502.77106,12783,42%,331875200,316.50085
1793,11.23%,50991,728520256,694.77106,16367,560748096,42%,534.77106,12790,42%,331613056,316.25085
1794,11.23%,50991,720131648,686.77106,16368,594302528,42%,566.77106,12790,42%,331350912,316.00085
1795,11.24%,50993,711743040,678.77106,16368,595351104,42%,567.77106,12790,42%,331088768,315.75085
1796,11.24%,50994,703354432,670.77106,16368,596399680,42%,568.77106,12790,42%,330826624,315.50085
1797,11.25%,50994,694965824,662.77106,16368,613176896,42%,584.77106,12790,42%,330564480,315.25085
1798,11.26%,50999,703354432,670.77106,16369,629954112,42%,600.77106,12790,42%,330302336,315.00085
1799,11.26%,50999,711743040,678.77106,16444,613176896,42%,584.77106,12790,42%,330040192,314.75085
1800,11.27%,51000,720131648,686.77106,16445,596399680,42%,568.77106,12790,42%,329778048,314.50085
1801,11.28%,51001,728520256,694.77106,16448,613176896,42%,584.77106,12791,42%,327418752,312.25085
1802,11.28%,51001,720131648,686.77106,16450,629954112,42%,600.77106,12791,42%,325059456,310.00085
1803,11.29%,51002,711743040,678.77106,16511,613176896,42%,584.77106,12792,42%,324797312,309.75085
1804,11.29%,51004,703354432,670.77106,16513,596399680,42%,568.77106,12792,42%,324535168,309.50085
1805,11.30%,51005,694965824,662.77106,16517,604788288,42%,576.77106,12792,42%,325583744,310.50085
1806,11.31%,51008,690771520,658.77106,16518,613176896,43%,584.77106,12793,42%,326632320,311.50085
1807,11.31%,51008,686577216,654.77106,16547,604788288,43%,576.77106,12793,42%,335020928,319.50085
1808,11.32%,51008,682382912,650.77106,16548,596399680,43%,568.77106,12793,42%,343409536,327.50085
1809,11.33%,51008,678188608,646.77106,16549,604788288,43%,576.77106,12794,42%,344458112,328.50085
1810,11.33%,51008,673994304,642.77106,16550,613176896,43%,584.77106,12795,42%,345506688,329.50085
1811,11.34%,51008,669800000,638.77106,16574,604788288,43%,576.77106,12796,42%,344458112,328.50085
1812,11.34%,51008,665605696,634.77106,16575,596399680,43%,568.77106,12797,42%,352846720,336.50085
1813,11.35%,51008,661411392,630.77106,16576,600593984,43%,572.77106,12797,42%,353108864,336.75085
1814,11.36%,51008,653022784,622.77106,16577,604788288,43%,576.77106,12797,42%,353371008,337.00085
1815,11.36%,51009,644634176,614.77106,16598,600593984,43%,572.77106,12797,42%,361759616,345.00085
1816,11.37%,51013,648828480,618.77106,16598,596399680,43%,568.77106,12797,42%,370148224,353.00085
1817,11.38%,51014,653022784,622.77106,16599,600593984,43%,572.77106,12798,42%,378536832,361.00085
1818,11.38%,51015,657217088,626.77106,16600,604788288,43%,576.77106,12798,42%,386925440,369.00085
1819,11.39%,51016,661411392,630.77106,16617,600593984,43%,572.77106,12798,42%,387187584,369.25085
1820,11.40%,51016,657217088,626.77106,16617,596399680,43%,568.77106,12799,43%,387449728,369.50085
1821,11.40%,51018,661411392,630.77106,16618,598496832,43%,570.77106,12799,43%,391644032,373.50085
1822,11.41%,51018,665605696,634.77106,16618,600593984,43%,572.77106,12799,43%,395838336,377.50085
1823,11.41%,51018,661411392,630.77106,16635,598496832,43%,570.77106,12820,43%,391644032,373.50085
1824,11.42%,51019,657217088,626.77106,16635,596399680,43%,568.77106,12821,43%,387449728,369.50085
1825,11.43%,51020,661411392,630.77106,16635,598496832,43%,570.77106,12822,43%,391644032,373.50085
1826,11.43%,51021,665605696,634.77106,16635,600593984,43%,572.77106,12822,43%,395838336,377.50085
1827,11.44%,51021,661411392,630.77106,16646,598496832,43%,570.77106,12836,43%,391644032,373.50085
1828,11.45%,51022,657217088,626.77106,16646,596399680,43%,568.77106,12836,43%,387449728,369.50085
1829,11.45%,51024,661411392,630.77106,16646,597448256,43%,569.77106,12838,43%,389546880,371.50085
1830,11.46%,51024,665605696,634.77106,16647,598496832,43%,570.77106,12838,43%,391644032,373.50085
1831,11.46%,51024,669800000,638.77106,16660,597448256,43%,569.77106,12848,43%,389546880,371.50085
1832,11.47%,51024,665605696,634.77106,16660,596399680,43%,568.77106,12848,43%,387449728,369.50085
1833,11.48%,51025,661411392,630.77106,16660,597448256,43%,569.77106,12849,43%,389546880,371.50085
1834,11.48%,51032,657217088,626.77106,16661,598496832,43%,570.77106,12849,43%,391644032,373.50085
1835,11.49%,51033,653022784,622.77106,16671,597448256,43%,569.77106,12859,43%,389546880,371.50085
1836,11.50%,51035,657217088,626.77106,16671,596399680,43%,568.77106,12859,43%,387449728,369.50085
1837,11.50%,51035,661411392,630.77106,16671,595351104,43%,567.77106,12860,43%,388498304,370.50085
1838,11.51%,51035,657217088,626.77106,16674,594302528,43%,566.77106,12860,43%,389546880,371.50085
1839,11.51%,51036,653022784,622.77106,16674,560748096,43%,534.77106,12865,43%,388498304,370.50085
1840,11.52%,51037,657217088,626.77106,16677,527193664,43%,502.77106,12865,43%,387449728,369.50085
1841,11.53%,51038,661411392,630.77106,16683,493639232,43%,470.77106,12865,43%,388498304,370.50085
1842,11.53%,51038,665605696,634.77106,16688,460084800,43%,438.77106,12866,43%,389546880,371.50085
1843,11.54%,51038,669800000,638.77106,16697,459036224,43%,437.77106,12873,43%,388498304,370.50085
1844,11.55%,51038,665605696,634.77106,16702,457987648,43%,436.77106,12873,43%,387449728,369.50085
1845,11.55%,51039,669800000,638.77106,16705,424433216,43%,404.77106,12873,43%,387974016,370.00085
1846,11.56%,51040,673994304,642.77106,16711,423384640,43%,403.77106,12873,43%,388498304,370.50085
1847,11.56%,51040,669800000,638.77106,16714,389830208,43%,371.77106,12877,43%,387974016,370.00085
1848,11.57%,51040,665605696,634.77106,16717,356275776,43%,339.77106,12877,43%,387449728,369.50085
1849,11.58%,51042,669800000,638.77106,16725,355227200,44%,338.77106,12877,43%,387974016,370.00085
1850,11.58%,51042,673994304,642.77106,16728,354178624,44%,337.77106,12877,43%,388498304,370.50085
1851,11.59%,51042,669800000,638.77106,16734,355227200,44%,338.77106,12881,43%,387974016,370.00085
1852,11.60%,51043,665605696,634.77106,16735,356275776,44%,339.77106,12882,43%,387449728,369.50085
1853,11.60%,51045,669800000,638.77106,16735,357324352,44%,340.77106,12882,43%,387711872,369.75085
1854,11.61%,51045,673994304,642.77106,16736,358372928,44%,341.77106,12882,43%,387974016,370.00085
1855,11.61%,51045,678188608,646.77106,16736,359421504,44%,342.77106,12887,43%,387711872,369.75085
1856,11.62%,51045,673994304,642.77106,16737,360470080,44%,343.77106,12887,43%,387449728,369.50085
1857,11.63%,51046,669800000,638.77106,16737,361518656,44%,344.77106,12887,43%,387711872,369.75085
1858,11.63%,51052,665605696,634.77106,16738,362567232,44%,345.77106,12887,43%,387974016,370.00085
1859,11.64%,51052,661411392,630.77106,16738,361518656,44%,344.77106,12891,43%,387711872,369.75085
1860,11.65%,51053,665605696,634.77106,16739,362567232,44%,345.77106,12891,43%,387449728,369.50085
1861,11.65%,51054,669800000,638.77106,16739,363615808,44%,346.77106,12891,43%,387187584,369.25085
1862,11.66%,51054,665605696,634.77106,16739,364664384,44%,347.77106,12892,43%,386925440,369.00085
1863,11.66%,51055,661411392,630.77106,16739,365712960,44%,348.77106,12893,44%,378536832,361.00085
1864,11.67%,51056,657217088,626.77106,16739,366761536,44%,349.77106,12894,44%,370148224,353.00085
1865,11.68%,51056,653022784,622.77106,16739,367810112,44%,350.77106,12896,44%,361759616,345.00085
